Category,FY,Funding IC,Project Number,Sub Project #,Project Title,PI Name,Org Name,State / Country,Amount
Liver Cancer,2010,NIAAA,5R21AA016360-02,,Mechanism of Alcohol/Alcoholism-induced Liver Neoplasia,"SCHMIDT, CHRISTIAN",INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,IN,"$228,690"
Liver Cancer,2010,NIEHS,5R01ES016313-03,,The Environment as a Variable to Calibrate Mouse Models of Human Disease,"ESSIGMANN, JOHN",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,"$568,985"
Liver Cancer,2010,NCI,5R01CA055578-15,,Role of PreS2 Mutants in Pathogenesis of Chronic Hepatitis B,"PULLIAM, LYNN",NORTHERN CALIFORNIA INSTITUTE RES & EDUC,CA,"$280,514"
Liver Cancer,2010,NIAID,5R21AI077513-02,,Host Partners and Virus Assembly,"ZLOTNICK, ADAM",INDIANA UNIVERSITY BLOOMINGTON,IN,"$185,880"
Liver Cancer,2010,NCI,5R01CA104025-05,,Beta-Catenin Signaling in HBxAg Mediated HCC.,"FEITELSON, MARK",TEMPLE UNIVERSITY,PA,"$258,530"
Liver Cancer,2010,NIDDK,5R01DK033765-27,,Cytochrome P450-Endogenous Substrate Metabolism,"WAXMAN, DAVID",BOSTON UNIVERSITY,MA,"$557,729"
Liver Cancer,2010,NIA,5R01AG016927-12,,The Role of Akt in Cell Survival and Cell Growth,"HAY, NISSIM",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,"$407,215"
Liver Cancer,2010,NCI,5R01CA124488-04,,Cell Penetrating Peptide Inhibitor of FoxM1 in Hepatocellular Carcinoma Treatment,"RAYCHAUDHURI, PRADIP",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,"$225,787"
Liver Cancer,2010,NIGMS,5R01GM073937-03,,Biodegradable Micelles for Liver-Targeted Gene Delivery,"MAO, HAI-QUAN",JOHNS HOPKINS UNIVERSITY,MD,"$396,339"
Liver Cancer,2010,NIDDK,5R01DK080010-02,,Folate and S-adenosyimethionine in Methyl Group and One-carbon Metabolism,"WAGNER, CONRAD",VANDERBILT UNIVERSITY,TN,"$333,754"
Liver Cancer,2010,NIAID,5R01AI040696-13,,Regulation of HBV Replication by the Immune System,"GUIDOTTI, LUCA",SCRIPPS RESEARCH INSTITUTE,CA,"$469,013"
Liver Cancer,2010,NCI,5R01CA114403-05,,Biliary oxysterols and cholangiocarcinoma,"KUVER, RAHUL",SEATTLE INST FOR BIOMEDICAL/CLINICAL RES,WA,"$212,356"
Liver Cancer,2010,NIAID,5R21AI081058-02,,Intrahepatic IRF-3 and NF-kB Signaling and Interferon Responses in Hepatitis C,"LEMON, STANLEY",UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,TX,"$224,235"
Liver Cancer,2010,NIDDK,5R01DK080789-02,,"Role of Uhrf1 in Liver Development, Regeneration and Carciogenesis","UKOMADU, CHINWEIKE",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$408,198"
Liver Cancer,2010,NCI,5R01CA118165-04,,Role of inflammation in tumor promotion and progression,"KARIN, MICHAEL",UNIVERSITY OF CALIFORNIA SAN DIEGO,CA,"$459,777"
Liver Cancer,2010,NCI,5R01CA121171-05,,Molecular mediators of metastasis in hepatocellular carcinoma,"LEWIS, BRIAN",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,"$280,074"
Liver Cancer,2010,NCI,5R01CA125642-03,,Urine Biomarker Discovery for Early Detection of Liver Cancer,"SU, YING-HSIU",DREXEL UNIVERSITY,PA,"$372,769"
Liver Cancer,2010,NIEHS,5R21ES014911-02,,The role of LXR/RXR heterodimers in arsenic-induced atherosclerosis.,"MANN, KOREN",SIR MORTIMER B. DAVIS JEWISH GEN HOSP,CANADA,"$136,772"
Liver Cancer,2010,NCI,1R01CA143204-01,,"The role of glutaminase 2, a novel p53 target gene in metabolism, in liver cancer","FENG, ZHAOHUI",UNIV OF MED/DENT NJ-R W JOHNSON MED SCH,NJ,"$334,695"
Liver Cancer,2010,NIDDK,5R01DK053804-10,,ErbB Signaling in Liver Ontogeny and Regeneration,"RUSSELL, WILLIAM",VANDERBILT UNIVERSITY,TN,"$364,716"
Liver Cancer,2010,NIAID,1R03AI085226-01,,Development of real time fluorescence-based assays for elucidating HCV entry dyna,"UPRICHARD, SUSAN",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,"$78,500"
Liver Cancer,2010,NIAID,5R01AI069285-05,,Role of TLR3 Signaling in Control of HCV,"LI, KUI",UNIVERSITY OF TENNESSEE HEALTH SCI CTR,TN,"$251,538"
Liver Cancer,2010,NCI,5R01CA129414-03,,Evaluation of novel FoxM1 inhibitors against liver cancer,"GARTEL, ANDREI",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,"$325,775"
Liver Cancer,2010,NIDDK,1R03DK085445-01,,PGE2 and wnt signaling during zebrafish liver development and regeneration,"GOESSLING, WOLFRAM",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$89,000"
Liver Cancer,2010,NCI,5R01CA115625-04,,Proteomic Analysis of Serum in Liver Cancer,"GOLDMAN, RADOSLAV",GEORGETOWN UNIVERSITY,DC,"$346,147"
Liver Cancer,2010,NCI,7R01CA134568-02,,Omega-3 Fatty Acids and Hepatic Carcinogenesis,"WU, TONG",TULANE UNIVERSITY OF LOUISIANA,LA,"$310,990"
Liver Cancer,2010,NCI,5U01CA120475-04,,The Role of mTOR Signaling in Hepatocellular Carcinogenesis,"KOZMA, SARA",UNIVERSITY OF CINCINNATI,OH,"$296,400"
Liver Cancer,2010,NCI,1R01CA134700-01A2,,"2-Amino-9H-pyrido[2,3-b]indole: a potential colorectal carcinogen formed in tobac","TURESKY, ROBERT",WADSWORTH CENTER,NY,"$260,480"
Liver Cancer,2010,NCI,1R01CA138635-01A1,,Multiple Tumor Antigen-loaded DC Vaccine for Hepatocellular Cancer,"BUTTERFIELD, LISA",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$267,383"
Liver Cancer,2010,NIAID,1R01AI079043-01A2,,Innate Control of Hepatitis C Virus  Infection: Antiviral and Evasion Mechanisms,"CHISARI, FRANCIS",SCRIPPS RESEARCH INSTITUTE,CA,"$474,750"
Liver Cancer,2010,NCI,1R01CA132962-01A2,,A Genetic Screen for HCC Genes,"LARGAESPADA, DAVID",UNIVERSITY OF MINNESOTA TWIN CITIES,MN,"$325,038"
Liver Cancer,2010,NIDDK,1R01DK080736-01A2,,Tumor Necrosis Superfamily Ligands and Lymphocytes Role in Liver Regeneration,"ANDERS, ROBERT",JOHNS HOPKINS UNIVERSITY,MD,"$420,801"
Liver Cancer,2010,NIEHS,2R01ES012265-07,,Role and Regulation of INrf2,"JAISWAL, ANIL",UNIVERSITY OF MARYLAND BALTIMORE,MD,"$337,500"
Liver Cancer,2010,NCI,1R01CA138540-01A1,,Analysis of a novel regulator of hepatocellular carcinoma,"SARKAR, DEVANAND",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$310,213"
Liver Cancer,2010,NCI,1R01CA138586-01A1,,A New Method for Improved Targeting in Image-guided Abdominal Interventions,"ARCHIP, NECULAI",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$369,350"
Liver Cancer,2010,NIDDK,1R21DK083560-01A1,,FUSE Binding Protein As a Cellular Effector of HCV Replication,"PANDEY, VIRENDRA",UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL,NJ,"$195,000"
Liver Cancer,2010,NIDDK,1K08DK083507-01A1,,Role of Bile Acids in the Initiation of Liver Regeneration,"NAUGLER, WILLSCOTT",OREGON HEALTH AND SCIENCE UNIVERSITY,OR,"$148,500"
Liver Cancer,2010,NCI,1R01CA144034-01,,Prospective studies of cancer etiology and prevention in Shanghai and Singapore,"YUAN, JIAN-MIN",UNIVERSITY OF MINNESOTA TWIN CITIES,MN,"$1,546,796"
Liver Cancer,2010,NIDDK,5R01DK075968-03,,"Nrf2, Hepatocyte Proliferation, and Liver Regeneration","DAI, GUOLI",INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,IN,"$381,150"
Liver Cancer,2010,NIAID,5R01AI076535-03,,"Combination therapies for chronic HBV, liver disease and cancer","FEITELSON, MARK",TEMPLE UNIVERSITY,PA,"$350,559"
Liver Cancer,2010,NCI,7R21CA131856-02,,Long Term Outcome for Liver Transplantation for Hepatocellular Carcinoma,"FREEMAN, RICHARD",DARTMOUTH COLLEGE,NH,"$137,460"
Liver Cancer,2010,NCI,5R37CA090426-10,,Metabolism of Carcinogens and Drugs by Human P450s,"GUENGERICH, F",VANDERBILT UNIVERSITY,TN,"$359,293"
Liver Cancer,2010,NIAAA,5R01AA009231-18,,Alcohol-induced liver fibrosis:an in vitro model,"ROJKIND, MARCOS",GEORGE WASHINGTON UNIVERSITY,DC,"$348,604"
Liver Cancer,2010,NIDDK,5R01DK055759-12,,Gene Targeting and Integration by Adeno-Associated Virus Vectors,"RUSSELL, DAVID",UNIVERSITY OF WASHINGTON,WA,"$479,752"
Liver Cancer,2010,NCI,1R43CA144086-01,,Monoclonal Antibody to FGF2 for Treatment of Hepatocellular Carcinoma and Other C,"KIM, K JIN","GALAXY BIOTECH, LLC",CA,"$117,637"
Liver Cancer,2010,NCI,7R01CA102325-06,,cPLA2alpha and COX-2 in Cholangiocarcinoma,"WU, TONG",TULANE UNIVERSITY OF LOUISIANA,LA,"$240,251"
Liver Cancer,2010,NIDDK,5R01DK069859-05,,Genes Related to HCC Progression in LD and DD Transplant,"FISHER, ROBERT",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$480,030"
Liver Cancer,2010,NIDDK,5R01DK076918-03,,Hepatocellular Carcinoma in Antitrypsin Deficiency,"PERLMUTTER, DAVID",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$427,556"
Liver Cancer,2010,NCI,5R03CA132144-02,,DNA methylation changes associated with specific viral infections in Hepatocellul,"FENG, QINGHUA",UNIVERSITY OF WASHINGTON,WA,"$83,000"
Liver Cancer,2010,NCI,5R21CA138370-02,,Partial-wave spectroscopic microscopy for the diagnosis of cholangiocarcinoma,"LIU, YANG",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$166,650"
Liver Cancer,2010,NCI,5R01CA116380-05,,Realtime 3D MRI Technologies for Therapy and Diagnosis,"BLOCK, WALTER",UNIVERSITY OF WISCONSIN MADISON,WI,"$248,353"
Liver Cancer,2010,NIDDK,5R01DK056669-10,,Transcriptional control in hepatocyte proliferation,"GREENBAUM, LINDA",THOMAS JEFFERSON UNIVERSITY,PA,"$307,287"
Liver Cancer,2010,NIDDK,5R01DK051719-14,,REGULATION OF METHIONINE ADENOSYLTRANSFERASE IN LIVER,"LU, SHELLY",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$314,790"
Liver Cancer,2010,NIDDK,5R01DK069558-05,,Purinergic Regulation of hepatocyte proliferation,"THEVANANTHER, SUNDARARAJAH",BAYLOR COLLEGE OF MEDICINE,TX,"$260,717"
Liver Cancer,2010,NIAID,1R43AI082745-01A1,,LUMINESCENT ANTIVIRAL DRUG DISCOVERY ASSAY,"GREGORY, KALVIN","SCI-TEC, INC.",TN,"$99,891"
Liver Cancer,2010,NCI,5R01CA113447-05,,DNA Repair of Endogenous Lesions in Carcinogenesis,"ROY, RABINDRA",GEORGETOWN UNIVERSITY,DC,"$267,492"
Liver Cancer,2010,NCRR,2R44RR022501-02A1,,Laser Tissue Welding compared to Radio frequency ablation for surgical treatment,"WADIA, YASMIN","LASER TISSUE WELDING, INC.",TX,"$715,064"
Liver Cancer,2010,NCI,5F31CA136183-02,,FoxM1 and Oncogenic Pathways in Hepatocellular Carcinoma,"CARR, JANAI",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,"$46,380"
Liver Cancer,2010,NCI,5R01CA134719-03,,Transcatheter Intra-arterial Perfusion MRI Monitoring of Liver Tumor Embolization,"LARSON, ANDREW",NORTHWESTERN UNIVERSITY,IL,"$302,637"
Liver Cancer,2010,NCI,5R01CA127481-03,,Hepatocarcinogenesis Secondary to Hepatitis C,"DASH, SRIKANTA",TULANE UNIVERSITY OF LOUISIANA,LA,"$281,166"
Liver Cancer,2010,NIAID,1R41AI085944-01,,Nanoemulsion-based vaccine for chronic hepatitis B virus,"BAKER, JAMES",NANOBIO CORPORATION,MI,"$297,250"
Liver Cancer,2010,NIDDK,5K01DK081351-02,,Mechanisms regulating hepatic specification and differentiation in zebrafish,"SHIN, CHONG",UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CA,"$114,293"
Liver Cancer,2010,NCI,5R01CA113602-04,,IKKbeta:Bi-Functional Regulator of Hepatocyte Proliferation,"LEFFERT, HYAM",UNIVERSITY OF CALIFORNIA SAN DIEGO,CA,"$293,550"
Liver Cancer,2010,NCI,5R01CA091907-07,,Molecular and metabolic pathology of CNC-bZIP knockouts,"CHAN, JEFFERSON",UNIVERSITY OF CALIFORNIA IRVINE,CA,"$335,834"
Liver Cancer,2010,NIDCR,5R01DE013158-10,,UDP-GLUCURONOSYLTRANSFERASE GENOTYPE AND CANCER RISK,"LAZARUS, PHILIP",PENNSYLVANIA STATE UNIV HERSHEY MED CTR,PA,"$507,677"
Liver Cancer,2010,NCI,5R01CA124414-04,,BETA-CATENIN AS A THERAPEUTIC TARGET IN HEPATOCELLULAR CANCER,"MONGA, SATDARSHAN",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$249,404"
Liver Cancer,2010,NCI,5R01CA037232-26,,HEPADNAVIRUS ASSOCIATED HEPATOCELLULAR CARCINOMA,"ROGLER, CHARLES",ALBERT EINSTEIN COL OF MED YESHIVA UNIV,NY,"$508,016"
Liver Cancer,2010,NCI,5R01CA100830-08,,Oncolytic VSV for Hepatocellular Carcinoma,"WOO, SAVIO",MOUNT SINAI SCHOOL OF MEDICINE,NY,"$338,076"
Liver Cancer,2010,NCCAM,5K01AT003448-03,,Preclinical Studies of CAM Botanicals and Iron Overload,"MESSNER, DONALD",BASTYR UNIVERSITY,WA,"$126,878"
Liver Cancer,2010,NCI,5R01CA039225-25,,HEPATIC OVAL CELLS IN CULTURE AND IN VIVO,"SIRICA, ALPHONSE",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$288,953"
Liver Cancer,2010,NCI,5R01CA120719-02,,"Markers for HCV-related HCC: plasma profiling, targeted strategies and validation","BERETTA, LAURA",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$365,200"
Liver Cancer,2010,NCI,5R01CA093840-08,,Genesis of Liver Carcinomas with Oval Cell Traits,"HIXSON, DOUGLAS",RHODE ISLAND HOSPITAL,RI,"$364,243"
Liver Cancer,2010,NCI,5R01CA126807-03,,HCV genetic variation and hepatocellular carcinoma,"TAVIS, JOHN",SAINT LOUIS UNIVERSITY,MO,"$274,523"
Liver Cancer,2010,NCI,5R01CA123544-04,,Biomarker for Hepatocellular Carcinoma,"WANDS, JACK",RHODE ISLAND HOSPITAL,RI,"$238,467"
Liver Cancer,2010,NIDDK,5R01DK059427-10,,Mechanisms of Carcinogenesis in Biliary Epithelia,"GORES, GREGORY",MAYO CLINIC,MN,"$270,472"
Liver Cancer,2010,NCI,5R01CA136606-02,,Molecular Genetics of Liver Cancers,"CHEN, XIN",UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CA,"$315,790"
Liver Cancer,2010,NIDDK,5R01DK083163-07,,Transcriptional Coactivators in Liver Function,"REDDY, JANARDAN",NORTHWESTERN UNIVERSITY,IL,"$362,340"
Liver Cancer,2010,NIEHS,5K08ES017283-02,,Genetic Insight Into AH Receptor-Mediated Promotion Of Hepatocarcinogenesis,"KENNEDY, GREGORY",UNIVERSITY OF WISCONSIN MADISON,WI,"$155,385"
Liver Cancer,2010,NCI,7R01CA039416-25,,Molecular Mechanisms of Chemoprevention:  NRF2 Signaling,"KENSLER, THOMAS",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$510,839"
Liver Cancer,2010,NCI,5R01CA100070-08,,Regulation of cell growth by RNA binding proteins,"TIMCHENKO, NIKOLAI",BAYLOR COLLEGE OF MEDICINE,TX,"$266,844"
Liver Cancer,2010,NCI,5R01CA122295-04,,Androgen Receptor Roles in Liver Cancer Incidence and Progression,"CHANG, CHAWNSHANG",UNIVERSITY OF ROCHESTER,NY,"$292,600"
Liver Cancer,2010,NCI,5R01CA122434-05,,Role of the Putative Tumor Suppressor PinX1 in the Etiology of Liver Cancer,"ZHOU, XIAO ZHEN",BETH ISRAEL DEACONESS MEDICAL CENTER,MA,"$293,000"
Liver Cancer,2010,NCI,5R21CA139168-02,,Visualizing Immune Responses in vivo: a systems biology approach,"DUDA, DAN",MASSACHUSETTS GENERAL HOSPITAL,MA,"$186,603"
Liver Cancer,2010,NICHD,5R01HD024455-21,,Regulation of Fetal Hepatic Growth,"GRUPPUSO, PHILIP",RHODE ISLAND HOSPITAL,RI,"$359,768"
Liver Cancer,2010,NIAID,5F32AI080093-03,,Reconstitution of Poliovirus and HCV RNA Replication Complexes on Membranes,"PTACEK, JENNIFER",STANFORD UNIVERSITY,CA,"$50,474"
Liver Cancer,2010,NIDDK,5R01DK063947-08,,Organelle Dysfunction and Apoptosis in Liver Epithelia,"GORES, GREGORY",MAYO CLINIC,MN,"$286,090"
Liver Cancer,2010,NCI,5R01CA085702-10,,Carcinogenic Cyclic Nitrosamine DNA Adducts,"HECHT, STEPHEN",UNIVERSITY OF MINNESOTA TWIN CITIES,MN,"$320,088"
Liver Cancer,2010,NCI,5R01CA112192-04,,Real-time Ultrasonic Monitoring of Tumor Ablation,"VARGHESE, TOMY",UNIVERSITY OF WISCONSIN MADISON,WI,"$246,686"
Liver Cancer,2010,NCI,5R01CA132640-10,,Regulation and Function of Mammalian HSF4 in vivo,"MIVECHI, NAHID",MEDICAL COLLEGE OF GEORGIA (MCG),GA,"$265,594"
Liver Cancer,2010,NIDDK,5R01DK046546-17,,Metabolic Regulation by the Nuclear Receptor CAR,"MOORE, DAVID",BAYLOR COLLEGE OF MEDICINE,TX,"$335,083"
Liver Cancer,2010,NCI,5R21CA137298-02,,Hyperpolarized C-13 MR Exploratory Studies of Liver Cancer,"VIGNERON, DANIEL",UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CA,"$134,289"
Liver Cancer,2010,NCI,5R01CA136607-02,,Liver Cancer and the Role of Protein Hyper-Fucosylation,"BLOCK, TIMOTHY",DREXEL UNIVERSITY,PA,"$377,707"
Liver Cancer,2010,NCI,5K01CA118722-04,,Mechanism of nitric oxide inhibition of pericyte recruitment in liver tumors,"KANG, NINGLING",MAYO CLINIC,MN,"$158,588"
Liver Cancer,2010,NCI,5R01CA095307-06,,Effective PET Imaging in Liver Cancer,"LEE, ZHENGHONG",CASE WESTERN RESERVE UNIVERSITY,OH,"$423,946"
Liver Cancer,2010,NCI,5R01CA131133-03,,Viral Vaccine Vectors to Prevent Hepatocellular Carcinoma,"ROBEK, MICHAEL",YALE UNIVERSITY,CT,"$272,925"
Liver Cancer,2010,NIAAA,5K99AA017774-02,,Methionine Adenosyltransferase as a Therapeutic Target for Liver Fibrosis,"RAMANI, KOMAL",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$147,998"
Liver Cancer,2010,NCI,5K22CA128866-03,,HEPATOCELLULAR CARCINOMA AND HEPATITIS C: E2 MOLECULAR MECHANISMS,"BUCK, MARTINA",UNIVERSITY OF CALIFORNIA SAN DIEGO,CA,"$148,770"
Liver Cancer,2010,NCI,5R01CA080946-11,,Selenoproteins as Targets for Cancer Prevention,"GLADYSHEV, VADIM",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$291,038"
Liver Cancer,2010,NIDDK,5K01DK078532-05,,Endocannabinoid Regulation of Cholangiocarcinoma Cell Growth,"DEMORROW, SHARON",TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,TX,"$126,973"
Liver Cancer,2010,NCI,5R01CA118761-04,,p53 and pathways of apoptosis,"GEORGE, DONNA",UNIVERSITY OF PENNSYLVANIA,PA,"$299,250"
Liver Cancer,2010,NIAID,1R01AI087925-01,,Molecular determinants of hepatitis C virus assembly,"LINDENBACH, BRETT",YALE UNIVERSITY,CT,"$413,750"
Liver Cancer,2010,NIAID,5R01AI077688-02,,The Biophysics of Virus Capsid Assembly,"ZLOTNICK, ADAM",INDIANA UNIVERSITY BLOOMINGTON,IN,"$299,162"
Liver Cancer,2010,NIAID,7R21AI081055-02,,Role of Pellino1 in liver inflammation,"JENSEN, LISELOTTE",TEMPLE UNIVERSITY,PA,"$185,625"
Liver Cancer,2010,NCI,5R01CA133086-02,,Molecular Target for Liver Cancer Diagnosis and Therapy,"LIU, CHEN",UNIVERSITY OF FLORIDA,FL,"$303,988"
Liver Cancer,2010,NCI,5R01CA104292-07,,The transcriptional basis of tumor promotion,"LOCKER, JOSEPH",ALBERT EINSTEIN COL OF MED YESHIVA UNIV,NY,"$371,814"
Liver Cancer,2010,NIDDK,5R01DK052825-12,,Signaling Pathways Regulating Epithelial Cell Survival,"DENT, PAUL",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$319,691"
Liver Cancer,2010,NIDDK,1R01DK088076-01,,Role of microRNA-122 in hepatocarcinogenesis using conditional knock out mice,"GHOSHAL, KALPANA",OHIO STATE UNIVERSITY,OH,"$381,250"
Liver Cancer,2010,NIDDK,5R37DK046971-18,,C/EBP beta SIGNALS HEPATOCYTE PROLIFERATION AND SURVIVAL,"CHOJKIER, MARIO",VETERANS MEDICAL RESEARCH FDN/SAN DIEGO,CA,"$347,490"
Liver Cancer,2010,NIDDK,5R01DK054921-12,,Cyclin D1/CDK4 Complex in Hepatocyte Proliferation,"ALBRECHT, JEFFREY","MINNEAPOLIS MEDICAL RESEARCH FDN, INC.",MN,"$298,760"
Liver Cancer,2010,NIDDK,5R01DK074816-04,,Albumin-AFP Gene Family Regulation in Fetal and Adult Liver,"SPEAR, BRETT",UNIVERSITY OF KENTUCKY,KY,"$291,375"
Liver Cancer,2010,NIDDK,5R01DK066423-07,,Determinants of Sinusoidal Endothelial Cell Phenotype.,"DELEVE, LAURIE",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$340,808"
Liver Cancer,2010,NIDDK,5R01DK081417-03,,The Role of Hippo Pathway in Liver Regeneration,"ANDERS, ROBERT",JOHNS HOPKINS UNIVERSITY,MD,"$345,015"
Liver Cancer,2010,NIDDK,1R03DK088012-01,,The Role of Progranulin in Cholangiocarcinoma Growth,"DEMORROW, SHARON",TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,TX,"$73,250"
Liver Cancer,2010,NHLBI,5R37HL034557-22,,Metabolism in the Heart by NMR,"SHERRY, A.  DEAN",UNIVERSITY OF TEXAS SW MED CTR/DALLAS,TX,"$392,500"
Liver Cancer,2010,NCI,1R21CA149908-01,,Engineered lymphocytes for the treatment of hepatocellular carcinoma,"KAPLAN, DAVID",UNIVERSITY OF PENNSYLVANIA,PA,"$136,978"
Liver Cancer,2010,NCI,5R01CA095782-07,,Mechanisms of Met Induced Hepatocytes Survival,"ZARNEGAR, REZA",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$339,040"
Liver Cancer,2010,NIDDK,1R03DK088013-01,,Mechanisms of survival of liver cancer stem cells,"ROUNTREE, CARL",PENNSYLVANIA STATE UNIV HERSHEY MED CTR,PA,"$77,550"
Liver Cancer,2010,NCI,1R21CA149708-01,,ErbB Receptor Signaling in DEN-induced Murine Hepatocarcinogenesis,"RUSSELL, WILLIAM",VANDERBILT UNIVERSITY,TN,"$197,233"
Liver Cancer,2010,NCI,7R01CA106280-06,,Prostaglandin Signaling Pathway in Liver Cancer,"WU, TONG",TULANE UNIVERSITY OF LOUISIANA,LA,"$245,528"
Liver Cancer,2010,NCI,5F32CA132312-03,,Identification and Characterization of Liver Cancer Stem Cells,"BELLOVIN, DAVID",STANFORD UNIVERSITY,CA,"$53,810"
Liver Cancer,2010,NIDDK,5R01DK074515-04,,Role of HCV Sequence Variation in Pathology,"TAVIS, JOHN",SAINT LOUIS UNIVERSITY,MO,"$288,902"
Liver Cancer,2010,NIAID,5R01AI076259-02,,Molecular determinants of hepatitis C virus infectivity,"LINDENBACH, BRETT",YALE UNIVERSITY,CT,"$409,613"
Liver Cancer,2010,NCCAM,5R01AT001576-08,,ROLE OF SAMe IN LIVER FUNCTION AND INJURY,"LU, SHELLY",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$350,575"
Liver Cancer,2010,NCI,5R01CA127228-04,,Mechanisms of PDGF-C Induced Hepatocellular Carcinogenesis,"CAMPBELL, JEAN",UNIVERSITY OF WASHINGTON,WA,"$296,400"
Liver Cancer,2010,NIDDK,5R01DK073897-03,,Iron-Induced Changes in Liver That Predispose to Malignancy,"ISOM, HARRIET",PENNSYLVANIA STATE UNIV HERSHEY MED CTR,PA,"$256,606"
Liver Cancer,2010,NIEHS,2R01ES005116-19A1,,Biological Markers of Aflatoxin Exposure and Methylation,"SANTELLA, REGINA",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,"$403,566"
Liver Cancer,2010,NCI,2P01CA090890-06A2,6522,Transplacental Chemoprevention of Lung Tumors and Lymphomas,"WILLIAMS, DAVID",OREGON STATE UNIVERSITY,OR,"$227,169"
Liver Cancer,2010,NIDDK,2R37DK054488-10,,Function of the hemochromatosis protein,"ENNS, CAROLINE",OREGON HEALTH AND SCIENCE UNIVERSITY,OR,"$491,612"
Liver Cancer,2010,NIDDK,1R01DK084139-01A1,,Hepatitis C: E2 Molecular Mechanisms,"BUCK, MARTINA",VETERANS MEDICAL RESEARCH FDN/SAN DIEGO,CA,"$354,000"
Liver Cancer,2010,NIDDK,5R01DK077776-04,,"cPLA2alpha, COX-2 and TGF-beta in Liver Cancer","WU, TONG",TULANE UNIVERSITY OF LOUISIANA,LA,"$316,614"
Liver Cancer,2010,NCI,5K08CA111819-05,,The Ron Receptor Tyrosine Kinase in Hepatic Tumorigenesis,"LEONIS, MIKE",CHILDREN'S HOSPITAL MED CTR (CINCINNATI),OH,"$132,840"
Liver Cancer,2010,NCI,5R01CA120206-05,,Identification of Altered Glycan and Glycoproteins in Viral Induced Liver Cancer,"MEHTA, ANAND",DREXEL UNIVERSITY,PA,"$332,149"
Liver Cancer,2010,NIDDK,2R01DK069370-06,,Mechanisms of survival signaling in biliary epithelia,"PATEL, TUSHAR",OHIO STATE UNIVERSITY,OH,"$305,000"
Liver Cancer,2010,NIDDK,1R01DK083380-01A1,,Technical Development of Quantitative Biomarkers of Fatty Liver Disease with MRI,"REEDER, SCOTT",UNIVERSITY OF WISCONSIN MADISON,WI,"$363,490"
Liver Cancer,2010,NIAID,1R01AI083113-01A1,,HCV resolution correlates with patterned KIR expressions on lymphocytes.,"RYAN, JAMES",UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CA,"$408,970"
Liver Cancer,2010,NCI,5R01CA124377-04,,An Integrated System for Image-Guided Radiofrequency Ablation of Liver Tumors,"CLEARY, KEVIN",GEORGETOWN UNIVERSITY,DC,"$304,023"
Liver Cancer,2010,NCI,5R01CA122499-04,,Oxidative Stress and Hepatocellular Carcinoma,"HUANG, TING-TING","PALO ALTO INSTITUTE FOR RES & EDU, INC.",CA,"$266,000"
Liver Cancer,2010,NIEHS,5F32ES017568-02,,Development sensitivity to PPARalpha agonist-induced liver cancer,"FOREMAN, JENNIFER",PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,PA,"$52,154"
Liver Cancer,2010,NIDDK,1R01DK078922-01A2,,Pathogenesis and Treatment of Liver Disease in Transaldolase Deficiency,"PERL, ANDRAS",UPSTATE MEDICAL UNIVERSITY,NY,"$395,000"
