Category,FY,Funding IC,Project Number,Sub Project #,Project Title,PI Name,Org Name,State / Country,Amount
Liver Cancer,2010,NIAID,5R43AI084186-02,,DINUCLEOTIDE ISOMER AS A NOVEL ANTIVIRAL,"IYER, RADHAKRISHNAN","SPRING BANK TECHNOLOGIES, INC.",MA,"$300,000"
Liver Cancer,2010,NCI,5K07CA118576-05,,Comprehensive Electronic Support System for Treatment of Cancer-Related Symptoms,"STEEL, JENNIFER",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$131,572"
Liver Cancer,2010,NCI,5R01CA074131-14,,PATHOGENESIS OF HEPATOCELLULAR CARCINOMA,"FAUSTO, NELSON",UNIVERSITY OF WASHINGTON,WA,"$280,617"
Liver Cancer,2010,NCI,5R01CA035373-28,,"HGF in Liver Development, Regeneration and Neoplasia","MICHALOPOULOS, GEORGE",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$329,101"
Liver Cancer,2010,NIAID,1R21AI084090-01A1,,The role of hepatitis C virus 5' untranslated region in virus morphogenesis,"DASGUPTA, ASIM",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$225,439"
Liver Cancer,2010,NIEHS,5R01ES006376-18,,Stress Signaling Pathways in Toxicity and Disease,"KARIN, MICHAEL",UNIVERSITY OF CALIFORNIA SAN DIEGO,CA,"$350,384"
Liver Cancer,2010,NCI,1R01CA143420-01A1,,Analysis of LC-MS data to identify peptide and glycan biomarkers for hepatocellul,"RESSOM, HABTOM",GEORGETOWN UNIVERSITY,DC,"$286,661"
Liver Cancer,2010,NCI,5R01CA129763-04,,A Randomized Trial of Hep B Screening and Vaccination in High Risk Vietnamese,"MA, GRACE",TEMPLE UNIVERSITY,PA,"$472,100"
Liver Cancer,2010,NIDDK,5R01DK074419-05,,Pathophysiological Interpretations of Dynamic PET/CT of Molecular Liver Biology,"KEIDING, SUSANNE",AARHUS UNIVERSITY HOSPITAL,DENMAR,"$157,681"
Liver Cancer,2010,NCI,5R01CA134892-02,,Lipid-Peroxidation Induced Cyclic Adducts in Hepatocarcinogenesis,"CHUNG, FUNG-LUNG",GEORGETOWN UNIVERSITY,DC,"$445,590"
Liver Cancer,2010,NIAID,5R01AI079060-02,,Immunological Priming to Hepatitis B Virus,"ISOGAWA, MASANORI",SCRIPPS RESEARCH INSTITUTE,CA,"$470,003"
Liver Cancer,2010,NIDDK,5K01DK079875-04,,Cholangiocyte microRNAs Regulate Mcl-1 and Cell Death,"MOTT, JUSTIN",MAYO CLINIC,MN,"$129,201"
Liver Cancer,2010,NCI,5R01CA112215-05,,Chip-Based Diagnosis of Problematic Liver Tumors,"YEATMAN, TIMOTHY",H. LEE MOFFITT CANCER CTR & RES INST,FL,"$436,661"
Liver Cancer,2010,NIAID,5R01AI079031-03,,Discovery of potent human antibodies for prevention of (recurrent) HCV infection,"LAW, MANSUN",SCRIPPS RESEARCH INSTITUTE,CA,"$469,013"
Liver Cancer,2010,NCI,5R01CA113899-05,,Function of a molecular target of cancer chemoprevention,"TEMPLETON, DENNIS",UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,VA,"$261,115"
Liver Cancer,2010,NIDDK,1R01DK088375-01,,Accurate Measurement of Renal Function in Cirrhosis,"LEE, VIVIAN",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,"$582,867"
Liver Cancer,2010,NIDDK,5R01DK076986-04,,Integrative genomic analysis in hepatocellular carcinoma,"LLOVET, JOSEP",MOUNT SINAI SCHOOL OF MEDICINE,NY,"$245,305"
Liver Cancer,2010,NIEHS,5R01ES014641-05,,Lipid peroxidation product induced DNA damage in the p53 gene and liver cancer,"TANG, ERIC MOON-SHONG",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,"$357,947"
Liver Cancer,2010,NCI,5R21CA133601-02,,Raf Kinase Inhibitory Protein (RKIP): A New Hepatocellular Carcinoma Tumor Suppre,"SEDIVY, JOHN",BROWN UNIVERSITY,RI,"$212,520"
Liver Cancer,2010,NIDDK,5K01DK077137-04,,The role of adiponectin in hepatocelluar carcinoma,"SAXENA, NEERAJ",EMORY UNIVERSITY,GA,"$131,229"
Liver Cancer,2010,NCI,5R01CA126809-03,,Functional MRI Monitoring of Hepatic Chemoembolization,"OMARY, REED",NORTHWESTERN UNIVERSITY,IL,"$313,325"
Liver Cancer,2010,NIAID,5K08AI079406-03,,Novel antviral targets in Hepatitis C virus NS4B protein,"EINAV, SHIRIT",STANFORD UNIVERSITY,CA,"$130,599"
Liver Cancer,2010,NCI,5K25CA127524-03,,Biomarker Discovery for Hepatitis C Progression using Machine Learning Techniques,"SPRATT, HEIDI",UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,TX,"$131,421"
Liver Cancer,2010,NIAID,5R01AI077757-02,,Mechanisms of Immune Evasion by Hepatitis C Virus,"COX, ANDREA",JOHNS HOPKINS UNIVERSITY,MD,"$405,900"
Liver Cancer,2010,NIDDK,1F30DK088385-01,,The Molecular Mechanism of Antibody Neutralization of Hepatitis C Virus,"SABO, MICHELLE",WASHINGTON UNIVERSITY,MO,"$28,109"
Liver Cancer,2010,NCI,5R44CA134169-03,,Precisely Shaped Acoustic Ablation of Tumors Under 3D Ultrasound Image Guidance,"BURDETTE, EVERETTE","ACOUSTIC MEDSYSTEMS, INC.",IL,"$1,000,000"
Liver Cancer,2010,NCI,1F31CA150658-01,,MRI for In Vivo Quantification of Yttrium-90 Microsphere Biodistribution,"ADEYANJU, OYINLOLU",NORTHWESTERN UNIVERSITY,IL,"$31,692"
Liver Cancer,2010,NCI,5R25CA129042-03,,Asian American Liver Cancer Education Program in  Maryland,"JUON, HEE-SOON",JOHNS HOPKINS UNIVERSITY,MD,"$276,891"
Liver Cancer,2010,NIAAA,5R01AA008169-21,,HCV in Alcoholics,"WANDS, JACK",RHODE ISLAND HOSPITAL,RI,"$367,988"
Liver Cancer,2010,NIAID,5F32AI084448-02,,Hepatitis C virus host interactions in micropatterened hepatocyte co-cultures,"SHEAHAN, TIMOTHY",ROCKEFELLER UNIVERSITY,NY,"$50,474"
Liver Cancer,2010,NCI,5K25CA140791-02,,Protein interactions underlying Fas-mediated DISC in Cholangiocarcinoma,"SONG, YUHUA",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,"$154,060"
Liver Cancer,2010,NCI,5R21CA128633-02,,Dysregulation of the Tumor Microenvironment in Hepatocellular Carcinoma,"ROBERTS, LEWIS",MAYO CLINIC,MN,"$199,452"
Liver Cancer,2010,NIAID,1U19AI088790-01,8022,Mechanisms of effective innate immunity in HCV treatment,"RYAN, JAMES",UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CA,"$171,953"
Liver Cancer,2010,NIAID,1U19AI088790-01,8023,Mechanisms of effective adaptive immunity in HCV treatment,"MCCUNE, JOSEPH",UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CA,"$126,674"
Liver Cancer,2010,NIAID,2U19AI066328-06,8030,Immune Escape Strategies in Hepatitis C,"ROSEN, HUGO",UNIVERSITY OF COLORADO AT DENVER,CO,"$239,846"
Liver Cancer,2010,NIAID,2U19AI066328-06,8031,Role of HCV* Hepatocyte in Regulation of Antiviral T cell Immunity,"HAHN, YOUNG",UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,VA,"$232,343"
Liver Cancer,2010,NIAID,1U19AI088778-01,8052,Mechanism Of Interferon Induction By The Hepatitis C Virus,"CHISARI, FRANCIS",SCRIPPS RESEARCH INSTITUTE,CA,"$414,449"
Liver Cancer,2010,NIDDK,5R01DK056029-12,,Chemokine regulation of liver injury and recovery,"LENTSCH, ALEX",UNIVERSITY OF CINCINNATI,OH,"$373,032"
Liver Cancer,2010,NCI,5R01CA064239-16,,Anti-angiogenic Barriers to Tumor Development,"CRAWFORD, SUSAN",NORTHSHORE UNIV HEALTHSYSTEM RES INST,IL,"$262,838"
Liver Cancer,2010,NIAAA,5F31AA017811-03,,Hepatitis B Virus X protein and Alcohol Regulation of Cell Cycle Progression,"GEARHART, TRICIA",DREXEL UNIVERSITY,PA,"$27,663"
Liver Cancer,2010,NCI,5F31CA130116-04,,Determining the Progenitor-Like Capacity of Liver Cancer Cells in vivo.,"PAULK, NICOLE",OREGON HEALTH AND SCIENCE UNIVERSITY,OR,"$41,380"
Liver Cancer,2010,NIDDK,5F30DK083235-03,,Targeting the WntBeta-catenin Pathway in Liver Cancer,"THOMPSON, MICHAEL",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$46,380"
Liver Cancer,2010,NIAID,5R01AI079150-02,,"Cyclosporine, Cyclophilins and HCV Replication","TANG, HENGLI",FLORIDA STATE UNIVERSITY,FL,"$324,543"
Liver Cancer,2010,NCI,5R01CA135069-02,,Glycans in Hepatocellular Carcinoma,"GOLDMAN, RADOSLAV",GEORGETOWN UNIVERSITY,DC,"$406,276"
Liver Cancer,2010,NCI,2R01CA053596-20A1,,"Retinoids, Nuclear Receptors, and Hepatocyte Proliferation","WAN, YU-JUI",UNIVERSITY OF KANSAS MEDICAL CENTER,KS,"$329,615"
Liver Cancer,2010,NCI,5R01CA120372-05,,Phase I Clinical Translation Trial of Oncolytic rVSV-F Virotherapy for HCC,"WOO, SAVIO",MOUNT SINAI SCHOOL OF MEDICINE,NY,"$488,385"
Liver Cancer,2010,NIDDK,5U01DK082916-03,,Effect of HBV DNA Methylation and the Mutant 1762T/1764A on Viral Load and HCC,"SCHWARZ, KATHLEEN",JOHNS HOPKINS UNIVERSITY,MD,"$379,361"
Liver Cancer,2010,NIDDK,5U01DK082843-03,,Optimal Long-term Outcome of Chronic Hepatitis B,"KIM, W. RAY",MAYO CLINIC,MN,"$523,159"
Liver Cancer,2010,NIDDK,5U01DK082919-03,,Harvard Hepatitis B Consortium,"LAU, DARYL",BETH ISRAEL DEACONESS MEDICAL CENTER,MA,"$329,691"
Liver Cancer,2010,NIDDK,5U01DK082867-03,,The North Carolina Hepatitis Beta Clinical Research Network,"FRIED, MICHAEL",UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,NC,"$320,450"
Liver Cancer,2010,NIDDK,5U01DK082927-03,,HBV Research Network Database Protocol and Clinical Trial Study Proposals,"HAN, STEVEN-HUY",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$279,514"
Liver Cancer,2010,NIAAA,5R01AA018857-02,,Nanog-positive cancer stem cells in and liver oncogenesis by alcohol and HCV,"MACHIDA, KEIGO",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$380,903"
Liver Cancer,2010,NIAAA,5R43AA018600-02,,Metallodrugs Targeting HCV Protease,"COWAN, ADA","METALLOPHARM, LLC",OH,"$222,025"
Liver Cancer,2010,RMAP,5R01DK085713-02,,Modeling human hepatotropic infections in complex tissue organoids,"RICE, CHARLES",ROCKEFELLER UNIVERSITY,NY,"$1,126,288"
Liver Cancer,2010,NIDDK,5U01DK062531-09,,Adult to Adult Living Donor Liver Transplantation,"FISHER, ROBERT",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$135,120"
Liver Cancer,2010,NCI,5K01CA140861-02,,The Role of EGF in Human Hepatocellular Transformation,"FUCHS, BRYAN",MASSACHUSETTS GENERAL HOSPITAL,MA,"$140,601"
Liver Cancer,2010,NCI,5K23CA139005-02,,Optimizing localized therapy for primary liver cancer: a clinical trial and model,"MIKSAD, REBECCA",BETH ISRAEL DEACONESS MEDICAL CENTER,MA,"$169,209"
