Category,FY,Funding IC,Project Number,Sub Project #,Project Title,PI Name,Org Name,State / Country,Amount
Colo-Rectal Cancer,2009,NCI,5K23CA136980-02,,Src inhibition in Colorectal Cancer,"KOPETZ, EDMUND",UNIVERSITY OF TEXAS MD ANDERSON CAN CTR,TX,"$134,796"
Colo-Rectal Cancer,2009,NCI,1R01CA140959-01,,Enabling family communication about cancer - Do you know your Kin Facts?,"BODURTHA, JOANN",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$306,310"
Colo-Rectal Cancer,2009,NCI,1R15CA140833-01,,Refinement of LC/ESR/MS for Studying Lipid Free Radicals in Colon Cancer Growth,"QIAN, STEVEN",NORTH DAKOTA STATE UNIVERSITY,ND,"$215,250"
Colo-Rectal Cancer,2009,NCI,1R21CA141112-01,,Gender Selectivity to Colon Cancer Chemoprevention by NSAIDS,"WALI, RAMESH",NORTHSHORE UNIV HEALTHSYSTEM RES INST,IL,"$201,300"
Colo-Rectal Cancer,2009,NIDDK,1R03DK084167-01,,SPDEF in intestinal differentiation.,"SHROYER, NOAH",CHILDREN'S HOSPITAL MED CTR (CINCINNATI),OH,"$75,750"
Colo-Rectal Cancer,2009,NCI,1R21CA140934-01,,In Vivo Detection of Flat Colorectal Neoplasms with CT Colonography,"NAPPI, JANNE",MASSACHUSETTS GENERAL HOSPITAL,MA,"$233,310"
Colo-Rectal Cancer,2009,NCI,1R21CA140936-01,,Improving Flexible Sigmoidoscopy in Women by Optical Analysis of Microvasculature,"ROY, HEMANT",NORTHSHORE UNIV HEALTHSYSTEM RES INST,IL,"$214,425"
Colo-Rectal Cancer,2009,NCCAM,1R21AT005336-01,,Soy sphingadienes and related compounds in colon cancer chemoprevention and treat,"SABA, JULIE",CHILDREN'S HOSPITAL & RES CTR AT OAKLAND,CA,"$168,000"
Colo-Rectal Cancer,2009,OD,1R21AT005336-01,,Soy sphingadienes and related compounds in colon cancer chemoprevention and treat,"SABA, JULIE",CHILDREN'S HOSPITAL & RES CTR AT OAKLAND,CA,"$72,000"
Colo-Rectal Cancer,2009,NIDDK,1K08DK084347-01,,Risk and Risk Preferences for Surgery and Medical Therapy in Ulcerative Colitis,"BEWTRA, MEENAKSHI",UNIVERSITY OF PENNSYLVANIA,PA,"$152,582"
Colo-Rectal Cancer,2009,NIGMS,1R01GM088546-01,,Methodology for Identification of Substrate-Competitive Kinase Inhibitors,"SOELLNER, MATTHEW",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$299,667"
Colo-Rectal Cancer,2009,NCI,1P50CA134254-01A1,7900,Identifying inherited endometrial cancer & the environmental and genetic factors,"GOODFELLOW, PAUL",WASHINGTON UNIVERSITY,MO,"$90,716"
Colo-Rectal Cancer,2009,OD,1P50CA134254-01A1,7900,Identifying inherited endometrial cancer & the environmental and genetic factors,"GOODFELLOW, PAUL",WASHINGTON UNIVERSITY,MO,"$36,287"
Colo-Rectal Cancer,2009,NCI,1R01CA132753-01A2,,Chemotherapy targeting human thymidylate synthase messenger RNA,"HERMANN, THOMAS",UNIVERSITY OF CALIFORNIA SAN DIEGO,CA,"$328,885"
Colo-Rectal Cancer,2009,NIEHS,2R01ES011858-18,,DNA Methyltrasferase Gene Expression in Colon Cancer,"BAYLIN, STEPHEN",JOHNS HOPKINS UNIVERSITY,MD,"$550,876"
Colo-Rectal Cancer,2009,NCI,1R01CA133235-01A2,,Orphan Nuclear Receptor TR3 in tumor angiogenesis and associated microvessel perm,"ZENG, HUIYAN",BETH ISRAEL DEACONESS MEDICAL CENTER,MA,"$352,750"
Colo-Rectal Cancer,2009,NCI,2R01CA058420-16A1,,A Follow-up Study for Causes of Illness in Black Women,"ROSENBERG, LYNN",BOSTON UNIVERSITY MEDICAL CAMPUS,MA,"$1,737,319"
Colo-Rectal Cancer,2009,NCI,1R01CA136726-01A1,,Obesity-Related Insulin Resistance Signaling Pathway Factors and Colon Cancer,"LI, LI",CASE WESTERN RESERVE UNIVERSITY,OH,"$544,049"
Colo-Rectal Cancer,2009,NCI,2R01CA109385-06A1,,Dual Modality System for Imaging Colon Cancer in Mice,"BARTON, JENNIFER",UNIVERSITY OF ARIZONA,AZ,"$340,107"
Colo-Rectal Cancer,2009,NCI,1U01CA137088-01A1,,Colorectal Cancer Genome-Wide Association Studies Consortium,"PETERS, ULRIKE",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$2,996,176"
Colo-Rectal Cancer,2009,NCI,1R01CA136950-01A1,,"Dietary Methyl Score, Genomic DNA Methylation and Colorectal Cancer","CHO, EUNYOUNG",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$331,481"
Colo-Rectal Cancer,2009,NCI,2R01CA106588-06,,The Molecular Actions of Imatinib Mesylate in GISTs,"GODWIN, ANDREW",FOX CHASE CANCER CENTER,PA,"$423,095"
Colo-Rectal Cancer,2009,NCI,1R01CA136887-01A2,,"Intestinal Microbiota, Diet and Risk of Colorectal Adenomas","KEKU, TEMITOPE",UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,NC,"$306,927"
Colo-Rectal Cancer,2009,NCI,1R01CA137178-01A1,,Inflammation and Colorectal Neoplasia,"CHAN, ANDREW",MASSACHUSETTS GENERAL HOSPITAL,MA,"$598,015"
Colo-Rectal Cancer,2009,NCI,1R01CA131398-01A2,,STAT1 Activation and HPP1 Tumor Suppression,"SHIBATA, DAVID",H. LEE MOFFITT CANCER CTR & RES INST,FL,"$343,188"
Colo-Rectal Cancer,2009,NCI,1R03CA137755-01A1,,"Combinational anti-cancer effects of capsaicin and 3,3'-diindolylmethane in color","LEE, SEONG-HO",UNIVERSITY OF TENNESSEE KNOXVILLE,TN,"$70,700"
Colo-Rectal Cancer,2009,NCI,1K05CA136967-01A1,,Research and Mentoring on Energetic Factors and Cancer: Established Investigator,"BERNSTEIN, LESLIE",CITY OF HOPE/BECKMAN RESEARCH INSTITUTE,CA,"$131,592"
Colo-Rectal Cancer,2009,NCI,1R21CA133337-01A2,,HRQOL-enhancing ostomy self-management intervention for CRC survivors,"KROUSE, ROBERT",UNIVERSITY OF ARIZONA,AZ,"$166,320"
Colo-Rectal Cancer,2009,NCI,1R21CA131739-01A2,,PEER OUTREACH TO FACILITATE COLORECTAL CANCER SCREENING IN SAFETY NET CLINICS,"JAMES, AIMEE",WASHINGTON UNIVERSITY,MO,"$167,200"
Colo-Rectal Cancer,2009,NCI,1R21CA137434-01A1,,Increasing the Sexual Health of Male Rectal Cancer Patients: A Pilot Study,"DUHAMEL, KATHERINE",SLOAN-KETTERING INSTITUTE FOR CANCER RES,NY,"$208,560"
Colo-Rectal Cancer,2009,NIA,1K23AG030479-01A2,,Neuropsychological Predictors of Functional Decline in Elders with Cancer,"SCHILLERSTROM, JASON",UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT,TX,"$156,534"
Colo-Rectal Cancer,2009,NCI,1R03CA137752-01A1,,Human Papillomavirus Association with Subsets of Colorectal Cancer,"NEWCOMB, POLLY",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$88,000"
Colo-Rectal Cancer,2009,NCI,1K07CA137136-01A1,,Senescence biomarkers for cancer prevention in ulcerative colitis,"RISQUES, ROSA ANA",UNIVERSITY OF WASHINGTON,WA,"$132,840"
Colo-Rectal Cancer,2009,NCI,2U01CA084301-11,,Mouse Models for Human Cancer,"KUCHERLAPATI, RAJU",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$664,955"
Colo-Rectal Cancer,2009,NIDDK,2R01DK047769-10A2,,Growth Factors and Inflammatory Bowel Disease,"LUND, PAULINE",UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,NC,"$348,459"
Colo-Rectal Cancer,2009,NCI,2R01CA109269-06A1,,Dietary Prevention of Cancer,"ANANT, SHRIKANT",UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,OK,"$283,480"
Colo-Rectal Cancer,2009,NCI,1R01CA135273-01A1,,Modulation of sensitivity & imaging therapeutic response of hypoxic cancer cells,"EL-DEIRY, WAFIK",UNIVERSITY OF PENNSYLVANIA,PA,"$321,813"
Colo-Rectal Cancer,2009,NCI,1R01CA138651-01A1,,MK-STYX: A Requisite Gatekeeper to Mitochondrial Function and Death,"MACKEIGAN, JEFFREY",VAN ANDEL RESEARCH INSTITUTE,MI,"$277,095"
Colo-Rectal Cancer,2009,NIGMS,1R01GM088822-01,,Systems Approach to the Biological Basis of Colon Cancer Metastases,"ZHANG, BING",VANDERBILT UNIVERSITY,TN,"$387,500"
Colo-Rectal Cancer,2009,NCI,1R01CA138778-01A1,,Lay Health Workers and Colorectal Cancer Screening Among Chinese Americans,"NGUYEN, TUNG",UNIVERSITY OF CALIFORNIA SAN FRANCISCO,CA,"$613,231"
Colo-Rectal Cancer,2009,NCI,2U01CA105417-06,,Modeling heterogeneity for safe cancer prevention and detection,"THREADGILL, DAVID",NORTH CAROLINA STATE UNIVERSITY RALEIGH,NC,"$825,000"
Colo-Rectal Cancer,2009,NIDDK,3R01DK056645-09A1S1,,MicroRNAs and chromosome 22q in the colon,"RUSTGI, ANIL",UNIVERSITY OF PENNSYLVANIA,PA,"$29,677"
Colo-Rectal Cancer,2009,NCI,1R43CA137954-01A2,,A Device to Reduce Anastomotic Failure in the Treatment of Colorectal Cancer,"ZAND, JASON",SURGISENSE CORPORATION,DC,"$199,385"
Colo-Rectal Cancer,2009,NCI,2R44CA121473-02A2,,Novel Methods for Molecular Analysis of Colorectal Cancer Tissue,"HAN, JAMES","AMBERGEN, INC",MA,"$524,547"
Colo-Rectal Cancer,2009,NCI,1R03CA141758-01,,Colon Cancer Chemoprevention by Dietary Resveratrol,"HOFSETH, LORNE",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$72,000"
Colo-Rectal Cancer,2009,NHGRI,1R13HG005181-01,,Mobile Elements in Mammalian Genomes,"MARTIN, SANDRA",FEDERATION OF AMER SOC FOR EXPER BIOLOGY,MD,"$5,000"
Colo-Rectal Cancer,2009,NICHD,1R13HG005181-01,,Mobile Elements in Mammalian Genomes,"MARTIN, SANDRA",FEDERATION OF AMER SOC FOR EXPER BIOLOGY,MD,"$3,000"
Colo-Rectal Cancer,2009,NCI,1R43CA141968-01,,Enteric-Coated Oral Beclomethasone Dipropionate in Patients with Acute Enteritis,"SCHABER, CHRISTOPHER","DOR BIOPHARMA, INC.",NJ,"$251,235"
Colo-Rectal Cancer,2009,NCI,5P30CA016086-34,9041,CORE--COMMUNICATIONS FOR HEALTH APPLICATIONS AND INTERVENTIONS,"CAMPBELL, MARCI",UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,NC,"$210,515"
Colo-Rectal Cancer,2009,NCI,1R03CA142082-01,,Integrative Modeling of Genetic and Epigenetic Variation in Colorectal Cancer,"HAZRA, ADITI",HARVARD UNIVERSITY (SCH OF PUBLIC HLTH),MA,"$81,750"
Colo-Rectal Cancer,2009,NCI,1R03CA139562-01A1,,Identification of Colon Cancer Protein Biomarkers in the Blood,"MOJICA, WILFRIDO",STATE UNIVERSITY OF NEW YORK AT BUFFALO,NY,"$79,250"
Colo-Rectal Cancer,2009,NCI,1R03CA142065-01,,Family Cancer Experience and Colorectal Cancer Prevention,"SINICROPE, PAMELA","MAYO CLINIC COLL OF MEDICINE, ROCHESTER",MN,"$75,550"
Colo-Rectal Cancer,2009,NCI,1F31CA142216-01,,The Roles of miR-21 & TGF-beta-Induced Epithelial-Mesenchymal Transition,"COTTONHAM, CHARISA",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,"$41,176"
Colo-Rectal Cancer,2009,NCI,2U01CA093344-06,,Cancer Care Outcomes Research and Surveillance (CanCORS),"HARRINGTON, DAVID",DANA-FARBER CANCER INSTITUTE,MA,"$3,447,017"
Colo-Rectal Cancer,2009,RMAP,1R01CA144040-01,,Identifying Inborn Genetic Susceptibility to Development of Cancer Metastasis,"MARKOWITZ, SANFORD",CASE WESTERN RESERVE UNIVERSITY,OH,"$827,327"
Colo-Rectal Cancer,2009,NCI,1K05CA142885-01,,Translational Research in Colon Cancer Prevention & Treatment,"SINICROPE, FRANK","MAYO CLINIC COLL OF MEDICINE, ROCHESTER",MN,"$159,773"
Colo-Rectal Cancer,2009,NCI,1U01CA143072-01,,Molecular Determinants of Tumor Progression in A Steatolic Liver Microenvironment,"GORDEN, DAVID",VANDERBILT UNIVERSITY,TN,"$315,055"
Colo-Rectal Cancer,2009,NCI,1R01CA134609-01A2,,Post-Transcriptional Regulation in Colorectal Cancer,"DIXON, DAN",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$291,911"
Colo-Rectal Cancer,2009,NCI,5P30CA076292-11,9015,Microarray Core,"DALTON, WILLIAM",H. LEE MOFFITT CANCER CTR & RES INST,FL,"$118,111"
Colo-Rectal Cancer,2009,NIDDK,2R01DK060632-06A2,,Regulation of cyclin D1 expression in the intestine,"BLACK, JENNIFER",ROSWELL PARK CANCER INSTITUTE CORP,NY,"$321,744"
Colo-Rectal Cancer,2009,NCI,261200800001E-12-0-6,,DCTD Tumor Hypoxia,"ARTHUR, LARRY",SCIENCE APPLICATIONS INTERNATIONAL CORP,CA,"$560,000"
Colo-Rectal Cancer,2009,NIDDK,5P01DK035608-23,0013,ACTION OF PTH-RELATED PROTEIN ON THE GUT,"FALZON, MIRIAM",UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,TX,"$166,037"
Colo-Rectal Cancer,2009,NCI,1R01CA140636-01A1,,"Characterizing Mitochondrial DNA Susceptibility to Breast, Colorectal, and Prosta","CHENG, IONA",UNIVERSITY OF HAWAII AT MANOA,HI,"$469,960"
Colo-Rectal Cancer,2009,NCI,5P01CA087969-10,0006,"DIET, HORMONES, AND RISK OF COLORECTAL CANCER","GIOVANNUCCI, EDWARD",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$843,303"
Colo-Rectal Cancer,2009,NCI,2R01CA079869-06A2,,Genetic control of colorectal cancer histopathology,"THREADGILL, DAVID",NORTH CAROLINA STATE UNIVERSITY RALEIGH,NC,"$285,313"
Colo-Rectal Cancer,2009,NCI,1R03CA125837-01A1,,"Early life anthropometry, IGF pathway polymorphisms, and colorectal cancer risk","WEI, ESTHER",CALIFORNIA PACIFIC MED CTR RES INSTITUTE,CA,"$91,057"
Colo-Rectal Cancer,2009,NCI,5P01CA115675-04,0004,Clinical Imaging of Tumor Hypoxia in Rectal and Head/Neck Cancers,"GUILLEM, JOSE",SLOAN-KETTERING INSTITUTE FOR CANCER RES,NY,"$249,189"
Colo-Rectal Cancer,2009,NCI,5P50CA095060-08,0001,GENETIC VARIABILITY AS PROGNOSTIC OR PREDICTIVE FACTORS IN COLORECTAL INTRAEPITHE,"GERNER, EUGENE",UNIVERSITY OF ARIZONA,AZ,"$374,784"
Colo-Rectal Cancer,2009,NCI,5P50CA095060-08,0003,MECHANISTIC TRANSLATIONAL STUDIES OF THE STRESS RESPONSE IN GASTROINTESTINAL CANC,"POWIS, GARTH",UNIVERSITY OF ARIZONA,AZ,"$511,402"
Colo-Rectal Cancer,2009,NCI,5P50CA095060-08,0004,DRUG TARGETING OF G-QUADRAPLEX-NM23-H2 COMPLEX IN THE c-MYC PROMOTER,"HURLEY, LAURENCE",UNIVERSITY OF ARIZONA,AZ,"$342,587"
Colo-Rectal Cancer,2009,NCI,3R01CA114264-04S1,,"Growth Factors, Curcumin and Colon Carcinogenesis","SINGH, POMILA",UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,TX,"$208,202"
Colo-Rectal Cancer,2009,NCI,5P50CA086306-10,0008,Recombinant Carcinoembryonic Antigen as a PET Reporter Gene,"WU, ANNA",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$257,253"
Colo-Rectal Cancer,2009,NCI,5P50CA086306-10,0009,Transductionally Redirected and Transcriptionally Restricted Adenovirus,"HERSCHMAN, HARVEY",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$231,470"
Colo-Rectal Cancer,2009,NIDDK,3K23DK082097-02S1,,Validation Study of Select Biomarkers for the Diagnostic of Pancreatic Cancer,"ANDERSON, MICHELLE",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$1,080"
Colo-Rectal Cancer,2009,NIAAA,1F31AA018243-01A1,,Acetaldehyde and Epithelial Junctions: Role of PP2A and Occludin Phosphorylation,"DUNAGAN, MITZI",UNIVERSITY OF TENNESSEE HEALTH SCI CTR,TN,"$30,305"
Colo-Rectal Cancer,2009,NCI,1R03CA144682-01,,A Needs and Preference Assessment for a Colorectal Cancer Survivorship Care Plan,"SALZ, TALYA",SLOAN-KETTERING INSTITUTE FOR CANCER RES,NY,"$95,000"
Colo-Rectal Cancer,2009,NIDDK,3R01DK055783-09S1,,COX Gene Regulation in Intestinal Myofibroblasts,"POWELL, DON",UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,TX,"$244,002"
Colo-Rectal Cancer,2009,NCI,3U24CA074799-10S1,,The Colon Cancer Family Registry: USC Consortium,"HAILE, ROBERT",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$154,040"
Colo-Rectal Cancer,2009,NCI,5P50CA095103-08,0001,Implications of Blockade of EGFR Axis & Src in Colorectal Cancer,"ROTHENBERG, MACE",VANDERBILT UNIVERSITY,TN,"$330,815"
Colo-Rectal Cancer,2009,NCI,5P50CA095103-08,0002,Chemical Genetics Approach to Interrogate & Regulate E-Cadherin Expression,"BEAUCHAMP, DANIEL",VANDERBILT UNIVERSITY,TN,"$312,824"
Colo-Rectal Cancer,2009,NCI,5P50CA095103-08,0003,Understanding and Controlling p120 Dysfunction in CRC,"WASHINGTON, MARY",VANDERBILT UNIVERSITY,TN,"$283,730"
Colo-Rectal Cancer,2009,NCI,5P50CA095103-08,0004,Tennessee Colorectal Polyp Study,"NESS, REID",VANDERBILT UNIVERSITY,TN,"$400,022"
Colo-Rectal Cancer,2009,NCI,5P50CA095103-08,9001,Tissue,"WASHINGTON, MARY",VANDERBILT UNIVERSITY,TN,"$157,493"
Colo-Rectal Cancer,2009,NCI,5P50CA095103-08,9002,Clinical Trials,"ROTHENBERG, MACE",VANDERBILT UNIVERSITY,TN,"$165,289"
Colo-Rectal Cancer,2009,NCI,5P50CA095103-08,9004,High Throughput Screening,"WEAVER, C",VANDERBILT UNIVERSITY,TN,"$100,677"
Colo-Rectal Cancer,2009,NCI,3U01CA114619-05S1,,Deep South Network for Cancer Control,"PARTRIDGE, EDWARD",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,"$152,195"
Colo-Rectal Cancer,2009,NCI,3U01CA114622-05S1,,Appalachia Community Cancer Network,"DIGNAN, MARK",UNIVERSITY OF KENTUCKY,KY,"$45,356"
Colo-Rectal Cancer,2009,NCI,3U01CA114622-05S2,,Appalachia Community Cancer Network,"DIGNAN, MARK",UNIVERSITY OF KENTUCKY,KY,"$86,763"
Colo-Rectal Cancer,2009,NCI,3U24CA074806-10S1,,The Colon Cancer Family Registry: Hawaii,"LE MARCHAND, LOIC",UNIVERSITY OF HAWAII AT MANOA,HI,"$9,324"
Colo-Rectal Cancer,2009,NCI,3U24CA074783-10S1,,The Colon Cancer Family Registry: Ontario,"GALLINGER, STEVEN",CANCER CARE ONTARIO,CANADA,"$38,440"
Colo-Rectal Cancer,2009,NIDDK,3R01DK048345-14S1,,Surgical Studies of GI Peptides - Mechanisms of Action,"HELLMICH, MARK",UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,TX,"$467,010"
Colo-Rectal Cancer,2009,NCMHD,1R01MD004598-01,,Does Violence Against Women result in disparities in cancer care for women with b,"COKER, ANN",UNIVERSITY OF KENTUCKY,KY,"$371,250"
Colo-Rectal Cancer,2009,NCMHD,5P60MD000502-07,0003,A church-based intervention to increase cancer screening,"SCARINCI, ISABEL",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,"$241,186"
Colo-Rectal Cancer,2009,NCMHD,5P60MD000502-07,9005,RESEARCH CORE,"KIEFE, CATARINA",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,"$240,500"
Colo-Rectal Cancer,2009,NCI,3U24CA074794-11S1,,The Colon Cancer Family Registry: Seattle,"NEWCOMB, POLLY",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$62,795"
Colo-Rectal Cancer,2009,NCI,N1CN75022A-63-0-1,,"Prostate, Lung, Colorectal and Ovarian (PLCO) Screening Trial","FOUAD, MONA",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,"$692,835"
Colo-Rectal Cancer,2009,NCI,N1CN25524A-78-0-1,,"Prostate, Lung, Colorectal and Ovarian (PLCO) Screening Trial","BUYS, SAUNDRA",UNIVERSITY OF UTAH,UT,"$734,554"
Colo-Rectal Cancer,2009,NCI,N1CN25518A-92-0-1,,"Prostate, Lung, Colorectal and Ovarian (PLCO) Screening Trial","REDING, DOUGLAS",MARSHFIELD CLINIC RESEARCH FOUNDATION,WI,"$767,995"
Colo-Rectal Cancer,2009,NCI,N1CN25516A-95-0-1,,"Prostate, Lung, Colorectal and Ovarian (PLCO) Cancer Screening Trial",NO PI IDENTIFIED,WASHINGTON UNIVERSITY,MO,"$611,560"
Colo-Rectal Cancer,2009,NCI,N1CN25515A-87-0-1,,"Prostate, Lung, Colorectal and Ovarian (PLCO) Screening Trial","YOKOCHI, LANCE",PACIFIC HEALTH RESEARCH INSTITUTE,HI,"$1,078,239"
Colo-Rectal Cancer,2009,NCI,N1CN25514A-82-0-1,,"Prostate, Lung, Colorectal and Ovarian (PLCO) Cancer Screening Trial",NO PI IDENTIFIED,UNIVERSITY OF COLORADO DENVER,CO,"$1,327,312"
Colo-Rectal Cancer,2009,NCI,N1CN25513A-93-0-1,,"Prostate, Lung, Colorectal and Ovarian (PLCO) Cancer Screening Trial","CHURCH, TIMOTHY",UNIVERSITY OF MINNESOTA TWIN CITIES,MN,"$1,465,095"
Colo-Rectal Cancer,2009,NCI,N1CN25512A-107-0-1,,"Prostate, Lung, Colorectal and Ovarian (PLCO) Cancer Screening Trial","KVALE, PAUL",HENRY FORD HEALTH SYSTEM,MI,"$1,138,422"
Colo-Rectal Cancer,2009,NCI,N1CN25511A-88-0-1,,"Prostate, Lung, Colorectal and Ovarian (PLCO) Cancer Screening Trial","WEISSFELD, JOEL",,,"$632,887"
Colo-Rectal Cancer,2009,NCI,3U24CA074800-10S1,,The Familial Colorectal Neoplasia Collaborative Group,"LINDOR, NORALANE","MAYO CLINIC COLL OF MEDICINE, ROCHESTER",MN,"$18,800"
Colo-Rectal Cancer,2009,OD,2R56DK060632-06A1,,Regulation of cyclin D1 expression in the intestine,"BLACK, JENNIFER",ROSWELL PARK CANCER INSTITUTE CORP,NY,"$372,888"
Colo-Rectal Cancer,2009,NCI,5U19CA113297-05,0003,Autochthonous Mouse Models of Cancer: Development and Use in Therapeutic Screens,"LAMBERT, PAUL",UNIVERSITY OF WISCONSIN MADISON,WI,"$304,678"
Colo-Rectal Cancer,2009,NCI,3U24CA097735-06S1,,The Colon Cancer Family Registry: Australasia,"HOPPER, JOHN",UNIVERSITY OF MELBOURNE,AUSTRA,"$41,675"
Colo-Rectal Cancer,2009,NCI,5P01CA055075-18,0002,A Prospective Study of Diet and Colorectal Neoplasia,"FUCHS, CHARLES",HARVARD UNIVERSITY (SCH OF PUBLIC HLTH),MA,"$1,114,883"
Colo-Rectal Cancer,2009,NCI,5P01CA055075-18,9003,Cohort Follow-up and Database Maintenance,"RIMM, ERIC",HARVARD UNIVERSITY (SCH OF PUBLIC HLTH),MA,"$1,193,312"
Colo-Rectal Cancer,2009,NIDDK,3K08DK080843-01A1S1,,Transcriptional regulation of matrix metalloproteinases in colon epithelial cells,"XIE, GUOFENG",UNIVERSITY OF MARYLAND BALTIMORE,MD,$540
Colo-Rectal Cancer,2009,NCI,N02CN63300-4-0-1,,Computer Support for Prostate Cancer Screening in the PLCO Cancer Screening Trial,"LAKE, WILLIAM","INFORMATION MANAGEMENT SERVICES, INC.",MD,"$348,161"
Colo-Rectal Cancer,2009,NCI,N02CN63300-4-0-2,,Computer Support for Lung Cancer Screening in the PLCO Cancer Screening Trial,"LAKE, WILLIAM","INFORMATION MANAGEMENT SERVICES, INC.",MD,"$1,044,482"
Colo-Rectal Cancer,2009,NCI,N02CN63300-4-0-3,,Computer Support for the Colon Cancer Screening in PLCO Cancer Screening Trials,"LAKE, WILLIAM","INFORMATION MANAGEMENT SERVICES, INC.",MD,"$580,268"
Colo-Rectal Cancer,2009,NCI,N02CN63300-4-0-4,,Computer Support for Ovarian Cancer Screening in PLCO Cancer Screening Trials,"LAKE, WILLIAM","INFORMATION MANAGEMENT SERVICES, INC.",MD,"$348,161"
Colo-Rectal Cancer,2009,OD,2R56CA114456-04,,"Calcium/Vitamin D, Biomarkers & Colon Polyp Prevention","BOSTICK, ROBERD",EMORY UNIVERSITY,GA,"$473,938"
Colo-Rectal Cancer,2009,OD,2R56CA102537-06,,Role of Cten in Prostate Cancer,"LO, SU HAO",UNIVERSITY OF CALIFORNIA DAVIS,CA,"$239,913"
Colo-Rectal Cancer,2009,OD,2R56CA095279-07A1,,Computerized Detection of Polyps in CT Colonography,"YOSHIDA, HIROYUKI",MASSACHUSETTS GENERAL HOSPITAL,MA,"$384,076"
Colo-Rectal Cancer,2009,NCI,5P50CA062924-16,0012,Early Detection of Human Colorectal and Pancreatic Cancer,"KINZLER, KENNETH",JOHNS HOPKINS UNIVERSITY,MD,"$293,167"
Colo-Rectal Cancer,2009,NCI,5P50CA062924-16,0015,Optimizing and Monitoring C.novyi Therapy of Metastic Colorectal Cancer,"ZHOU, SHIBIN",JOHNS HOPKINS UNIVERSITY,MD,"$225,458"
Colo-Rectal Cancer,2009,NCI,5P50CA062924-16,9002,Human Tissue Research and Logistics Core,"HRUBAN, RALPH",JOHNS HOPKINS UNIVERSITY,MD,"$134,135"
Colo-Rectal Cancer,2009,NCI,5P50CA062924-16,9003,Familial Cancer Registries Core,"GIARDIELLO, FRANCIS",JOHNS HOPKINS UNIVERSITY,MD,"$126,953"
Colo-Rectal Cancer,2009,NCI,3R37CA057030-21S1,,"Measurement Error, Nutrition and Breast/Colon Cancer","CARROLL, RAYMOND",TEXAS A&M UNIVERSITY SYSTEM,TX,"$93,345"
Colo-Rectal Cancer,2009,NCI,5P01CA078039-10,9002,Preclinical Evaluation:Tubulin Binding Agent & Dual Spec. Phosphatase Inhibitors,"EISEMAN, JULIE",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$265,624"
Colo-Rectal Cancer,2009,NCI,5P50CA127003-03,0001,Improved Staging of Pancreatic Cancer,"WEISSLEDER, RALPH",DANA-FARBER CANCER INSTITUTE,MA,"$406,645"
Colo-Rectal Cancer,2009,OD,5P50CA127003-03,0001,Improved Staging of Pancreatic Cancer,"WEISSLEDER, RALPH",DANA-FARBER CANCER INSTITUTE,MA,"$15,463"
Colo-Rectal Cancer,2009,NCI,5P50CA127003-03,0002,Molecular Flourescent Imaging for the Early Detection of Colorectal Neoplasia,"KUCHERLAPATI, RAJU",DANA-FARBER CANCER INSTITUTE,MA,"$368,295"
Colo-Rectal Cancer,2009,OD,5P50CA127003-03,0002,Molecular Flourescent Imaging for the Early Detection of Colorectal Neoplasia,"KUCHERLAPATI, RAJU",DANA-FARBER CANCER INSTITUTE,MA,"$14,005"
Colo-Rectal Cancer,2009,NCI,5P50CA127003-03,0003,Defining Optimal Doses of Vitamin D for Chemoprevention in African Americans,"FUCHS, CHARLES",DANA-FARBER CANCER INSTITUTE,MA,"$209,775"
Colo-Rectal Cancer,2009,OD,5P50CA127003-03,0003,Defining Optimal Doses of Vitamin D for Chemoprevention in African Americans,"FUCHS, CHARLES",DANA-FARBER CANCER INSTITUTE,MA,"$7,977"
