Category,FY,Funding IC,Project Number,Sub Project #,Project Title,PI Name,Org Name,State / Country,Amount
Colo-Rectal Cancer,2009,NCI,1R03CA139587-01,,Biomarkers of Methionine Metabolism and Risk for Colorectal Adenoma,"SHRUBSOLE, MARTHA",VANDERBILT UNIVERSITY,TN,"$77,313"
Colo-Rectal Cancer,2009,NCI,5R01CA084572-10,,Imaging Cox-2 Gene Expression in Inflammation and Tumors,"HERSCHMAN, HARVEY",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$311,299"
Colo-Rectal Cancer,2009,NCI,5K24CA113433-05,,The Genetics and Prevention of Gastrointestinal Cancers,"SYNGAL, SAPNA",DANA-FARBER CANCER INSTITUTE,MA,"$152,458"
Colo-Rectal Cancer,2009,NIBIB,5R21EB007779-03,,Image Guided In Vivo Tooling Platform for Minimal Access Surgery,"SIMAAN, NABIL",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,"$365,776"
Colo-Rectal Cancer,2009,NCI,5K07CA129162-02,,Pathway Modeling of Complex Toxin Response and Energy Balance Systems in Cancer,"NOCK, NORA",CASE WESTERN RESERVE UNIVERSITY,OH,"$126,065"
Colo-Rectal Cancer,2009,NCI,5R01CA130901-02,,New Familial Colon Cancer Gene Discovery Via Combined Linkage and SNP Association,"MARKOWITZ, SANFORD",CASE WESTERN RESERVE UNIVERSITY,OH,"$615,656"
Colo-Rectal Cancer,2009,NCI,1R03CA139600-01,,Diagnosis of non-polypoid neoplasia of the colon with CT colonography,"YOSHIDA, HIROYUKI",MASSACHUSETTS GENERAL HOSPITAL,MA,"$88,250"
Colo-Rectal Cancer,2009,NCI,5R01CA125237-03,,"Dietary Fiber, Gut Microflora, & Epigenetic Events that Prevent Colorectal Cancer","BULTMAN, SCOTT",UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,NC,"$277,400"
Colo-Rectal Cancer,2009,NCI,5K07CA108910-05,,"Insulin Resistance, the IGF Axis, and Colorectal Cancer","FLOOD, ANDREW",UNIVERSITY OF MINNESOTA TWIN CITIES,MN,"$140,457"
Colo-Rectal Cancer,2009,NCI,5U01CA097427-08,,Assessing the Impact of Colorectal Cancer Screening,"RUTTER, CAROLYN",GROUP HEALTH COOPERATIVE,WA,"$220,402"
Colo-Rectal Cancer,2009,NCI,5K01CA113413-04,,ERalpha Regulation of Intestinal Homeostasis & Tumorigenesis,"GOULD, KAREN",UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,"$155,498"
Colo-Rectal Cancer,2009,NCI,5K23CA127141-02,,Epigenetic markers involved in colorectal cancer recurrence and metastases,"AHUJA, NITA",JOHNS HOPKINS UNIVERSITY,MD,"$140,940"
Colo-Rectal Cancer,2009,NCI,5R01CA134280-02,,Appraisal Delay and Disparities in Timely Cancer Diagnosis,"SIMINOFF, LAURA",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$460,171"
Colo-Rectal Cancer,2009,NCI,5U01CA122839-04,,Genomic Wide Association Study of Colorectal Cancer,"CASEY, GRAHAM",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$1,142,481"
Colo-Rectal Cancer,2009,NCI,5R01CA127590-03,,Mechanisms of suppression of colon cancer by receptor tyrosine phosphatase PTPRT,"WANG, ZHENGHE",CASE WESTERN RESERVE UNIVERSITY,OH,"$293,550"
Colo-Rectal Cancer,2009,NIA,7R01AG025273-05,,Surgical Studies of Aging and the Gut,"EVERS, BERNARD",UNIVERSITY OF KENTUCKY,KY,"$275,977"
Colo-Rectal Cancer,2009,NCI,5R21CA125458-02,,Using Message Framing to Promote Physical Activity in Colorectal Cancer Survivors,"JONES, LEE",DUKE UNIVERSITY,NC,"$210,600"
Colo-Rectal Cancer,2009,NIDCR,5K99DE018413-02,,Clefts/Craniofacial Anomalies and Cancer Susceptibility,"SILVA, RENATO",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$87,575"
Colo-Rectal Cancer,2009,NCI,5R01CA121105-03,,SMAC in chemoprevention of colon cancer,"ZHANG, LIN",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$272,374"
Colo-Rectal Cancer,2009,NCI,5R01CA114635-04,,Altered Arachidonic Acid Balance and Colon Cancer,"ROSENBERG, DANIEL",UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,CT,"$320,051"
Colo-Rectal Cancer,2009,NIA,5R01AG028687-03,,Secretory Patterns of Senescent Tumor Cells,"RONINSON, IGOR","ORDWAY RESEARCH INSTITUTE, INC.",NY,"$333,494"
Colo-Rectal Cancer,2009,NCI,5R01CA123089-04,,Estrogen and Progesterone-related Gene Variants and Colorectal Cancer Risk,"ZHANG, SHUMIN",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$339,313"
Colo-Rectal Cancer,2009,NCI,5R01CA125691-02,,Using Mouse Endoscopy for Evaluating Colon Cancer,"ROSENBERG, DANIEL",UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,CT,"$340,525"
Colo-Rectal Cancer,2009,NCI,5U10CA095867-08,,"Stroger Hospital of Cook County, Department of Surgery,*","LAD, THOMAS",HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,IL,"$699,027"
Colo-Rectal Cancer,2009,NCI,5R01CA127483-02,,Intervention of immune tolerance by small molecules to enhance immune therapy,"CHEN, SHU-HSIA",MOUNT SINAI SCHOOL OF MEDICINE OF NYU,NY,"$349,982"
Colo-Rectal Cancer,2009,NCI,5K01CA127118-03,,Understanding Racial and Ethnic Differences in Survival from Colorectal Cancer,"DOUBENI, CHYKE",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,"$141,539"
Colo-Rectal Cancer,2009,NCI,5R01CA122998-04,,TGFBI and tumorigenesis,"WANG, XIAO-FAN",DUKE UNIVERSITY,NC,"$268,871"
Colo-Rectal Cancer,2009,NCI,5R01CA132991-02,,Polyphenon E for the Chemoprevention of Colorectal Cancer,"SINICROPE, FRANK","MAYO CLINIC COLL OF MEDICINE, ROCHESTER",MN,"$50,256"
Colo-Rectal Cancer,2009,NINR,5F31NR010421-03,,The Influence of Family and Cultural Identity on Informed Decision-Making,"BRITTAIN, KELLY",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$28,169"
Colo-Rectal Cancer,2009,NCI,5R01CA069480-12,,Mucin Glycoproteins in Colon Cancer Metastasis,"BRESALIER, ROBERT",UNIVERSITY OF TEXAS MD ANDERSON CAN CTR,TX,"$304,035"
Colo-Rectal Cancer,2009,NIDDK,5R03DK081566-02,,ACTIVIN SIGNALING AND INTESTINAL POLYP PROGRESSION,"JUNG, BARBARA",UNIVERSITY OF CALIFORNIA SAN DIEGO,CA,"$77,250"
Colo-Rectal Cancer,2009,NCI,5R01CA123316-04,,HDAC3 in COLON CANCER,"MARIADASON, JOHN",LUDWIG INSTITUTE FOR CANCER RESEARCH,AUSTRA,"$199,743"
Colo-Rectal Cancer,2009,NCI,5R01CA118794-03,,Optically Monitoring Colon Microcirculation in Precancer,"BACKMAN, VADIM",NORTHWESTERN UNIVERSITY,IL,"$259,506"
Colo-Rectal Cancer,2009,NCI,5F32CA130308-02,,Role of Kruppel-Like Factor 4 in Wnt and Notch Signaling in the Intestinal Tract,"GHALEB, AMR",EMORY UNIVERSITY,GA,"$57,194"
Colo-Rectal Cancer,2009,NCI,5R01CA118699-03,,CpG Island Methylator Phenotype in Human Colorectal Cancer,"LAIRD, PETER",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$504,882"
Colo-Rectal Cancer,2009,NCI,5K07CA107052-04,,Colorectal Cancer Screening in a Diverse Population,"SHOKAR, NAVKIRAN",UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,TX,"$126,896"
Colo-Rectal Cancer,2009,NCI,5R01CA121016-03,,Implementation Intentions To Promote Colon Cancer Screening in Rural Primary Care,"ENGELMAN, KIMBERLY",UNIVERSITY OF KANSAS MEDICAL CENTER,KS,"$499,696"
Colo-Rectal Cancer,2009,NCI,5R01CA112223-03,,Initiation of Colon Cancer Screening in Veterans,"VERNON, SALLY",UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,TX,"$546,604"
Colo-Rectal Cancer,2009,NCI,5R01CA120393-04,,Discovery and validation of novel serological biomarkers of colon cancer,"SPEICHER, DAVID",WISTAR INSTITUTE,PA,"$415,152"
Colo-Rectal Cancer,2009,NCI,5R01CA115480-04,,Chemoprevention of IBD-Associated Colon Cancer,"HALE, LAURA",DUKE UNIVERSITY,NC,"$241,983"
Colo-Rectal Cancer,2009,NCI,5R01CA129444-03,,Gene expression analysis of coding and non-coding RNAs in colon cancer prevention,"CHAPKIN, ROBERT",TEXAS A&M UNIVERSITY SYSTEM,TX,"$90,000"
Colo-Rectal Cancer,2009,OD,5R01CA129444-03,,Gene expression analysis of coding and non-coding RNAs in colon cancer prevention,"CHAPKIN, ROBERT",TEXAS A&M UNIVERSITY SYSTEM,TX,"$174,310"
Colo-Rectal Cancer,2009,NCMHD,5R24MD002812-02,,Colon cancer disparity elimination: a faith-based participatory partnership,"UREDA, JOHN",EAU CLAIRE COOPERATIVE HEALTH CENTER,SC,"$495,732"
Colo-Rectal Cancer,2009,NCI,1R01CA137750-01A1,,Geographic Disparities in Colorectal Cancer Survival,"SCHOOTMAN, MARIO",WASHINGTON UNIVERSITY,MO,"$475,681"
Colo-Rectal Cancer,2009,NIDDK,5K24DK078228-03,,Test-Treat strategy to prevent ulcerative colitis relapse,"LEWIS, JAMES",UNIVERSITY OF PENNSYLVANIA,PA,"$179,915"
Colo-Rectal Cancer,2009,NIDDK,5K08DK074019-05,,ACTIVIN SIGNALING IN COLON CANCER,"JUNG, BARBARA",UNIVERSITY OF CALIFORNIA SAN DIEGO,CA,"$121,770"
Colo-Rectal Cancer,2009,NCI,5R25CA132692-02,,Training African American Peers as Patient Navigators for Colon Cancer Screening,"REDD, WILLIAM",MOUNT SINAI SCHOOL OF MEDICINE OF NYU,NY,"$318,344"
Colo-Rectal Cancer,2009,NCI,1F32CA139882-01,,p53-independent PUMA induction in anti-cancer therapies,"DUDGEON, CRISSY",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$50,054"
Colo-Rectal Cancer,2009,NIDDK,5K08DK069393-05,,Preventing Neoplastic Progression in Ulcerative Colitis,"ULLMAN, THOMAS",MOUNT SINAI SCHOOL OF MEDICINE OF NYU,NY,"$128,654"
Colo-Rectal Cancer,2009,NCI,5R44CA119565-04,,A Novel Non-Invasive CRC Test Based on Mass Spec Of In Vitro Expressed Proteins,"HAN, JAMES","AMBERGEN, INC",MA,"$469,320"
Colo-Rectal Cancer,2009,NCI,5R33CA112147-04,,Nonlinear Models of mRNA Expression in Cancer by RT-PCR,"HYSLOP, TERRY",THOMAS JEFFERSON UNIVERSITY,PA,"$142,606"
Colo-Rectal Cancer,2009,NCI,5R01CA118916-04,,LEF/TCF Function in Adult Stem Cell Fate and Tumorigenesis,"LYLE, STEPHEN",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,"$275,764"
Colo-Rectal Cancer,2009,NCI,5R21CA128681-02,,Role of Translational Control in Anti-Cancer Effects of PEITC,"HU, JING",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$204,525"
Colo-Rectal Cancer,2009,NCI,5R01CA063507-14,,Characterization of Tumor Suppression by the APC Gene,"GRODEN, JOANNA",OHIO STATE UNIVERSITY,OH,"$256,926"
Colo-Rectal Cancer,2009,NCI,5R01CA126846-02,,"Sex steroid hormones, gene variants, and colorectal cancer","LIN, JENNIFER",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$516,142"
Colo-Rectal Cancer,2009,NCI,5R01CA091016-09,,Molecular dosimetry of endogeneous genotoxins,"BLAIR, IAN",UNIVERSITY OF PENNSYLVANIA,PA,"$248,790"
Colo-Rectal Cancer,2009,NIGMS,5F31GM078951-04,,Targeting SP-NK1R-EGFR interactions in colitis associated dysplasia,"PAGAN, BEATRIZ",PONCE SCHOOL OF MEDICINE,PR,"$26,802"
Colo-Rectal Cancer,2009,NCI,2R44CA121611-02,,Commercial development of Src kinase inhibitors for oncology,"BARNETT, ALLEN","KINEX PHARMACEUTICALS, LLC",NY,"$628,719"
Colo-Rectal Cancer,2009,NCI,5R01CA122320-03,,Chemical markers of heterocyclic aromatic amines for human biomonitoring,"TURESKY, ROBERT",WADSWORTH CENTER,NY,"$479,957"
Colo-Rectal Cancer,2009,NCI,5R01CA070896-15,,Regulation of cyclin D1 Expression,"PESTELL, RICHARD",THOMAS JEFFERSON UNIVERSITY,PA,"$298,677"
Colo-Rectal Cancer,2009,NCI,5R33CA122017-04,,Towards Colonscopy-free Colon Cancer Screening by Enhanced Light Backscattering,"BACKMAN, VADIM",NORTHWESTERN UNIVERSITY,IL,"$255,987"
Colo-Rectal Cancer,2009,NCI,5R21CA130226-02,,Magnetic Resonance Study of Chemotherapy-induced Liver Toxicity,"ZAKIAN, KRISTEN",SLOAN-KETTERING INSTITUTE FOR CANCER RES,NY,"$346,968"
Colo-Rectal Cancer,2009,NIAAA,5R21AA017693-02,,Alcohol and Colorectal Cancer: The Influence of Inherited and Nutritional Factors,"CHO, EUNYOUNG",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$207,191"
Colo-Rectal Cancer,2009,NIDDK,2P01DK041315-21,6414,"Cells, Tissues and Transgenics","KEEF, KATHLEEN",UNIVERSITY OF NEVADA RENO,NV,"$309,727"
Colo-Rectal Cancer,2009,NCI,7K07CA131103-02,,Communication of Genetic and Environmental Risks in Colorectal Cancer Prevention,"WANG, CATHARINE",BOSTON UNIVERSITY MEDICAL CAMPUS,MA,"$135,027"
Colo-Rectal Cancer,2009,NIEHS,1F31ES017391-01,,The Effect of Dietary Fat on Benzo(a)pyrene Induced Colon Cancer in Apc Min Mice,"HARRIS, DEACQUNITA",MEHARRY MEDICAL COLLEGE,TN,"$35,872"
Colo-Rectal Cancer,2009,NCI,5F31CA134181-02,,A Novel Modifier Locus Suppressing ApcMin Intestinal Polyposis,"NNADI, STEPHANIE",THOMAS JEFFERSON UNIVERSITY,PA,"$35,116"
Colo-Rectal Cancer,2009,NCI,5R01CA129438-03,,S1P Lyase in colon cancer,"SABA, JULIE",CHILDREN'S HOSPITAL & RES CTR AT OAKLAND,CA,"$304,190"
Colo-Rectal Cancer,2009,NCI,5R01CA098286-07,,Colorectal Chemoprevention with Calcium and Vitamin D,"BARON, JOHN",DARTMOUTH COLLEGE,NH,"$3,738,696"
Colo-Rectal Cancer,2009,NIDDK,5K24DK059799-08,,Colon Cancer Screening Using Elastic Light Scattering Spectroscopy,"VAN DAM, JACQUES",STANFORD UNIVERSITY,CA,"$184,691"
Colo-Rectal Cancer,2009,NCI,5R21CA125592-02,,Targeting p53 for colon cancer treatment & prevention,"GIARDINA, CHARLES",UNIVERSITY OF CONNECTICUT STORRS,CT,"$170,325"
Colo-Rectal Cancer,2009,NCI,5R01CA121163-04,,MR-Image Guided Focused Ultrasound for Treatment of Liver and Renal Cancer,"PAULY, KIM",STANFORD UNIVERSITY,CA,"$661,577"
Colo-Rectal Cancer,2009,NCI,5K23CA115500-05,,Evaluation of Oral EGFR Inhibitors in Colorectal Cancer,"MESSERSMITH, WELLS",UNIVERSITY OF COLORADO DENVER,CO,"$137,700"
Colo-Rectal Cancer,2009,NCI,5K08CA111829-05,,Role of sLeX-modified O-glycans in carcinoma metastasis,"ST HILL, CATHERINE",UNIVERSITY OF MINNESOTA TWIN CITIES,MN,"$140,616"
Colo-Rectal Cancer,2009,NCI,5R01CA076366-09,,"Hormones and Colon Cancer: Epigenetic Subtypes, Risk, and Survival","NEWCOMB, POLLY",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$411,804"
Colo-Rectal Cancer,2009,NCI,5K23CA118431-04,,Radiation-induced signaling and treatment resistance,"O'NEIL, BERT",UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,NC,"$136,705"
Colo-Rectal Cancer,2009,NCI,5K07CA104701-05,,Predicting Surgical Decisions of High-Risk UC Patients,"RINI, CHRISTINE",MOUNT SINAI SCHOOL OF MEDICINE OF NYU,NY,"$134,865"
Colo-Rectal Cancer,2009,NCI,5U01CA117281-05,,Patient Navigator Program,"ROETZHEIM, RICHARD",H. LEE MOFFITT CANCER CTR & RES INST,FL,"$621,921"
Colo-Rectal Cancer,2009,NCI,5U01CA097426-08,,Modeling Effective Health Policies for Colorectal Cancer,"ZAUBER, ANN",SLOAN-KETTERING INSTITUTE FOR CANCER RES,NY,"$247,832"
Colo-Rectal Cancer,2009,NCI,5P01CA106451-06,,Molecular-Based Therapy for Oral Cancer Prevention,"LIPPMAN, SCOTT",UNIVERSITY OF TEXAS MD ANDERSON CAN CTR,TX,"$1,247,244"
Colo-Rectal Cancer,2009,NCI,5K07CA114029-04,,Mechanisms and Management of Familial Colon Cancer,"MURFF, HARVEY",VANDERBILT UNIVERSITY,TN,"$130,329"
Colo-Rectal Cancer,2009,NCI,5R01CA126895-02,,Whole Genome Scan for Modifier Genes in Colorectal Cancer,"LE MARCHAND, LOIC",UNIVERSITY OF HAWAII AT MANOA,HI,"$1,244,231"
Colo-Rectal Cancer,2009,NCI,5R01CA113349-04,,Novel mouse colon cancer models and chemoprevention,"DAI, WEI",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,"$295,185"
Colo-Rectal Cancer,2009,NCI,5R01CA126596-03,,A Sustainable Approach to Increasing Cancer Screening in Community Health Centers,"EMMONS, KAREN",DANA-FARBER CANCER INSTITUTE,MA,"$588,226"
Colo-Rectal Cancer,2009,NCI,5U01CA115953-05,,Coordinating Center for Colorectal Microsimulation,"ZAUBER, ANN",SLOAN-KETTERING INSTITUTE FOR CANCER RES,NY,"$188,282"
Colo-Rectal Cancer,2009,NCI,5R01CA133085-02,,Role of Epigenetic Repression of IRF8 in Tumor Progression/Metastasis,"LIU, KEBIN",MEDICAL COLLEGE OF GEORGIA (MCG),GA,"$274,523"
Colo-Rectal Cancer,2009,NIDDK,5K08DK078033-05,,Characterization of the Plasma Proteome in Mouse Models of Colon Cancer,"HUNG, KENNETH",TUFTS MEDICAL CENTER,MA,"$137,565"
Colo-Rectal Cancer,2009,NCI,5U01CA088204-09,,A Population Based Policy Model for Colorectal Cancer,"KUNTZ, KAREN",UNIVERSITY OF MINNESOTA TWIN CITIES,MN,"$195,591"
Colo-Rectal Cancer,2009,NCI,5R25CA126805-02,,Improving compliance with colorectal cancer screening in family medicine residenc,"GOLDSMITH, GEOFFREY",UNIVERSITY OF ARKANSAS MED SCIS LTL ROCK,AR,"$324,000"
Colo-Rectal Cancer,2009,NCI,5U01CA116875-05,,Chicago Cancer Navigation Project,"ROSEN, STEVEN",NORTHWESTERN UNIVERSITY,IL,"$655,253"
Colo-Rectal Cancer,2009,NCI,5K07CA109236-04,,"MULTIPLE RISKS, DECISIONS & BEHAVIORS IN THE GENOMIC ERA","HURLEY, KAREN",SLOAN-KETTERING INSTITUTE FOR CANCER RES,NY,"$134,460"
Colo-Rectal Cancer,2009,NCI,5R01CA122364-03,,Inflammatory Biomarkers and Colorectal Cancer Risk,"YANG, GONG",VANDERBILT UNIVERSITY,TN,"$291,650"
Colo-Rectal Cancer,2009,NIGMS,5R01GM078270-04,,Regulation of Cell Migration by the APC-Microtubule Complex,"NELSON, WILLIAM",STANFORD UNIVERSITY,CA,"$287,224"
Colo-Rectal Cancer,2009,NCI,5R42CA130508-03,,Improving colonoscopic miss rate by real time microvascular blood analysis,"ROY, HEMANT","AMERICAN BIOOPTICS, LLC",IL,"$346,336"
Colo-Rectal Cancer,2009,NCI,5R01CA120407-02,,Role of M3 muscarinic receptors in bile acid-induced colon cancer,"RAUFMAN, JEAN-PIERRE",UNIVERSITY OF MARYLAND BALTIMORE,MD,"$311,250"
Colo-Rectal Cancer,2009,NIDDK,5K01DK069489-05,,Structural Studies and Functional Regulation of KLF4,"AI, WALDEN",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$129,546"
Colo-Rectal Cancer,2009,NCI,5R01CA131141-02,,Variations in Colonoscopy Screening: A Population Based Study,"DIETRICH, ALLEN",DARTMOUTH COLLEGE,NH,"$941,511"
Colo-Rectal Cancer,2009,NCI,5U10CA107586-06,,MCG Minority-Based Community Clinical Oncology Program,"JILLELLA, ANAND",MEDICAL COLLEGE OF GEORGIA (MCG),GA,"$550,477"
Colo-Rectal Cancer,2009,NCI,5R01CA115869-03,,Health Literacy Intervention and Cancer Screening,"DAVIS, TERRY",LOUISIANA STATE UNIV HSC SHREVEPORT,LA,"$543,636"
Colo-Rectal Cancer,2009,NCI,5K07CA104128-05,,Colon Cancer Screening Decisions in Late Life,"LEWIS, CARMEN",UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,NC,"$101,595"
Colo-Rectal Cancer,2009,NCI,5R01CA135405-02,,Transition State Analogues as Modulators of DNA Methylation,"SCHRAMM, VERN",ALBERT EINSTEIN COL OF MED YESHIVA UNIV,NY,"$270,000"
Colo-Rectal Cancer,2009,NCI,5K22CA133186-02,,Increasing primary care physician colorectal cancer screening rates,"GUERRA, CARMEN",UNIVERSITY OF PENNSYLVANIA,PA,"$158,085"
Colo-Rectal Cancer,2009,NCI,5R01CA131386-02,,Tailored Interactive Multimedia to Reduce Colorectal CA Screening Disparities,"JERANT, ANTHONY",UNIVERSITY OF CALIFORNIA DAVIS,CA,"$707,608"
Colo-Rectal Cancer,2009,NCCAM,5R01AT004821-02,,Immunomodulatory effects of arginine supplementation in colitis and colon cancer,"WILSON, KEITH",VANDERBILT UNIVERSITY,TN,"$380,635"
Colo-Rectal Cancer,2009,NCI,5R03CA137736-02,,Sphingosine Kinase as a Target for Cancer Chemoprevention,"HOFSETH, LORNE",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$74,909"
Colo-Rectal Cancer,2009,NCI,5R01CA090848-06,,Ultrastaging of Early Colon Cancer,"BILCHIK, ANTON",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$275,192"
Colo-Rectal Cancer,2009,NIGMS,5R01GM067236-06,,A model system to study the tumor suppressor APC,"PEIFER, MARK",UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,NC,"$257,134"
Colo-Rectal Cancer,2009,NCI,5R01CA129063-02,,Inflammation and Innate Immunity Genes and Colorectal Cancer Risk,"LE MARCHAND, LOIC",UNIVERSITY OF HAWAII AT MANOA,HI,"$610,875"
Colo-Rectal Cancer,2009,NCI,5K08CA133185-02,,Role of the immune receptor Nod1 in inflammation-associated colon tumorigenesis,"CHEN, GRACE",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$133,120"
Colo-Rectal Cancer,2009,NCI,5R44CA124277-03,,An Interactive Colorectal Cancer Screening Promotion Intervention for Latinos,"VALDEZ, ARMANDO",VALDEZ AND ASSOCIATES,CA,"$504,273"
Colo-Rectal Cancer,2009,NCI,5R01CA131197-02,,A Risk Prediction Model for Colorectal Cancer Screening,"SCHROY, PAUL",BOSTON MEDICAL CENTER,MA,"$528,903"
Colo-Rectal Cancer,2009,NCI,5R03CA137756-02,,"Pla2g2a, Runx1 and Colorectal Cancer Risk","CORMIER, ROBERT",UNIVERSITY OF MINNESOTA TWIN CITIES,MN,"$75,500"
Colo-Rectal Cancer,2009,NIDDK,5K08DK080843-02,,Transcriptional regulation of matrix metalloproteinases in colon epithelial cells,"XIE, GUOFENG",UNIVERSITY OF MARYLAND BALTIMORE,MD,"$130,380"
Colo-Rectal Cancer,2009,NCI,5R03CA133950-02,,Targeting Guanylyl Cyclase C to Prevent Colorectal Tumorigenesis,"PITARI, GIOVANNI",THOMAS JEFFERSON UNIVERSITY,PA,"$77,250"
Colo-Rectal Cancer,2009,NCI,5R01CA113975-02,,Role of Surface Roughness in Regulating Tumor Cell Behavior,"GLOVER, SARAH",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,"$289,463"
Colo-Rectal Cancer,2009,NCI,5R03CA133937-02,,Genome-Wide Predictors of Plasma Folate and Homocysteine,"HAZRA, ADITI",HARVARD UNIVERSITY (SCH OF PUBLIC HLTH),MA,"$81,750"
Colo-Rectal Cancer,2009,NCI,5R01CA132718-02,,"Telomere length, telomere maintenance genes and cancer risk","BOARDMAN, LISA","MAYO CLINIC COLL OF MEDICINE, ROCHESTER",MN,"$569,061"
Colo-Rectal Cancer,2009,NIGMS,5K08GM081595-03,,Alteration Of The Tight Junction Complex In Pouchitis,"PORITZ, LISA",PENNSYLVANIA STATE UNIV HERSHEY MED CTR,PA,"$124,146"
Colo-Rectal Cancer,2009,NCI,5R03CA137791-02,,"NSAIDs, Genetic Variability, and Colorectal Cancer Survival","ULRICH, CORNELIA",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$83,514"
Colo-Rectal Cancer,2009,NCI,5R01CA122435-02,,African American Multi-construct Survey of Cultural Attitudes Relevant to Cancer,"SANDERS THOMPSON, VETTA",WASHINGTON UNIVERSITY,MO,"$356,049"
Colo-Rectal Cancer,2009,NCI,5R03CA130067-02,,Disparities in Lung and Colorectal Cancers,"BOEHMER, ULRIKE",BOSTON UNIVERSITY MEDICAL CAMPUS,MA,"$81,250"
Colo-Rectal Cancer,2009,NCI,5R01CA113681-04,,Aberrant Crypt Foci as a Biomarker for Chemoprevention,"SINICROPE, FRANK","MAYO CLINIC COLL OF MEDICINE, ROCHESTER",MN,"$670,480"
Colo-Rectal Cancer,2009,NCCAM,5P01AT004418-02,,Center for Herbal Research on Colorectal Cancer,"YUAN, CHUN-SU",UNIVERSITY OF CHICAGO,IL,"$1,199,999"
Colo-Rectal Cancer,2009,NCI,5U24CA074794-12,,The Colon Cancer Family Registry: Seattle,"NEWCOMB, POLLY",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,"$1,566,654"
Colo-Rectal Cancer,2009,NCI,5U24CA074783-11,,The Colon Cancer Family Registry: Ontario,"GALLINGER, STEVEN",CANCER CARE ONTARIO,CANADA,"$1,106,753"
Colo-Rectal Cancer,2009,NCI,5U24CA097735-07,,The Colon Cancer Family Registry: Australasia,"HOPPER, JOHN",UNIVERSITY OF MELBOURNE,AUSTRA,"$1,586,795"
Colo-Rectal Cancer,2009,NCI,5U24CA074800-11,,The Familial Colorectal Neoplasia Collaborative Group,"LINDOR, NORALANE","MAYO CLINIC COLL OF MEDICINE, ROCHESTER",MN,"$1,321,718"
Colo-Rectal Cancer,2009,NCI,5K07CA133100-02,,Health Behavior Changes in Colorectal Cancer Survivors,"COUPS, ELLIOT",FOX CHASE CANCER CENTER,PA,"$139,969"
Colo-Rectal Cancer,2009,NCI,5R01CA138249-02,,Gene Networks Essential to Colon Cancer Phenotype,"LAND, HARTMUT",UNIVERSITY OF ROCHESTER,NY,"$530,510"
Colo-Rectal Cancer,2009,NCI,5U24CA074806-11,,The Colon Cancer Family Registry: Hawaii,"LE MARCHAND, LOIC",UNIVERSITY OF HAWAII AT MANOA,HI,"$447,582"
Colo-Rectal Cancer,2009,NCI,5U24CA074799-11,,The Colon Cancer Family Registry: USC Consortium,"HAILE, ROBERT",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$1,816,228"
Colo-Rectal Cancer,2009,NIDDK,5R01DK056645-10,,MicroRNAs and chromosome 22q in the colon,"RUSTGI, ANIL",UNIVERSITY OF PENNSYLVANIA,PA,"$397,532"
Colo-Rectal Cancer,2009,NCI,1R01CA140177-01,,Low-literacy Physician-Patient Intervention Promoting Colorectal Cancer Screening,"CAMERON, KENZIE",NORTHWESTERN UNIVERSITY,IL,"$436,647"
Colo-Rectal Cancer,2009,NCI,5R01CA132829-02,,Validation and extension of the PREMM Model for mismatch repair gene mutations,"SYNGAL, SAPNA",DANA-FARBER CANCER INSTITUTE,MA,"$396,689"
